humanID,choID,humanSymbol
54210,100765213,TREM1
54212,100762519,SNTG1
54221,100752603,SNTG2
54328,100751517,GPR173
54329,100763062,GPR85
54331,100769650,GNG2
54331,100768753,GNG2
54331,100755128,GNG2
54332,100765549,GDAP1
54344,100689451,DPM3
54345,100767412,SOX18
54346,100772557,UNC93A
54360,100772210,CYTL1
54361,100769003,WNT4
54363,100771827,HAO1
54386,100766336,TERF2IP
54407,100689188,SLC38A2
54413,100755495,NLGN3
54414,100754185,SIAE
54431,100689230,DNAJC10
54432,100765481,YIPF1
54433,103158660,GAR1
54433,103159924,GAR1
54434,100772936,SSH1
54436,100767341,SH3TC1
54437,100766544,SEMA5B
54438,100767640,GFOD1
54439,100764061,RBM27
54440,100774267,SASH3
54442,100772768,KCTD5
54443,100768074,ANLN
54453,100764316,RIN2
54454,100763563,ATAD2B
54455,100751392,FBXO42
54456,100757732,MOV10L1
54457,100751833,TAF7L
54457,100761147,TAF7L
54458,100766907,PRR13
54460,100761829,MRPS21
54460,100762230,MRPS21
54461,100762398,FBXW5
54462,100752321,CCSER2
54463,100766605,FAM134B
54464,100760243,XRN1
54465,100750682,ETAA1
54466,100754735,SPIN2A
54467,100759287,ANKIB1
54468,100760592,MIOS
54469,100757272,ZFAND6
54470,100766933,ARMCX6
54470,100769560,ARMCX6
54471,100769729,MIEF1
54472,100768283,TOLLIP
54474,100762889,KRT20
54475,100774821,NLE1
54476,100758416,RNF216
54477,100766035,PLEKHA5
54478,100755771,FAM64A
54480,100760284,CHPF2
54482,100760563,TRMT13
54491,100772539,FAM105A
54492,100774284,NEURL1B
54494,100767988,C11orf71
54495,100771411,TMX3
54496,100759617,PRMT7
54497,100764477,HEATR5B
54498,100763379,SMOX
54499,100758664,TMCO1
54502,103159091,RBM47
54502,100755493,RBM47
54503,100762324,ZDHHC13
54504,100761019,CPVL
54505,100768526,DHX29
54507,100763942,ADAMTSL4
54509,100767931,RHOF
54510,100756175,PCDH18
54511,100763147,HMGCLL1
54512,100766618,EXOSC4
54514,100767469,DDX4
54516,100770110,MTRF1L
54517,100763044,PUS7
54518,100773337,APBB1IP
54520,100760176,CCDC93
54521,100764342,WDR44
54522,100765375,ANKRD16
54529,100765791,ASNSD1
54531,100774581,MIER2
54532,100754736,USP53
54534,100755968,MRPL50
54535,100754418,CCHCR1
54536,100751436,EXOC6
54537,100773947,FAM35A
54538,100752993,ROBO4
54539,100689361,NDUFB11
54540,100770223,FAM193B
54541,100759745,DDIT4
54542,100773428,RC3H2
54543,100760710,TOMM7
54545,100750401,MTMR12
54546,100753534,RNF186
54549,100751793,SDK2
54550,100758900,NECAB2
54551,100769128,MAGEL2
54552,100755751,GNL3L
54554,100767658,WDR5B
54554,100759797,WDR5B
54555,100765219,DDX49
54556,100766428,ING3
54557,100773789,SGTB
54558,100773475,SPATA6
54566,100764940,EPB41L4B
54567,100763048,DLL4
54578,100755423,UGT1A6
54583,100772704,EGLN1
54584,100773508,GNB1L
54585,100760415,LZTFL1
54586,100766597,EQTN
54587,100773449,MXRA8
54596,100758719,L1TD1
54602,100759142,NDFIP2
54606,100764269,DDX56
54617,100762469,INO80
54619,100763458,CCNJ
54620,100757739,FBXL19
54621,100758703,VSIG10
54622,100751017,ARL15
54622,100750883,ARL15
54623,100772353,PAF1
54625,100758989,PARP14
54626,100756407,HES2
54627,100771840,MAP10
54629,100757261,FAM63B
54661,100773747,PCDHB17P
54662,100769063,TBC1D13
54663,100754753,WDR74
54664,100763634,TMEM106B
54665,100762930,RSBN1
54674,100755702,LRRN3
54676,100758529,GTPBP2
54677,100750995,CROT
54680,100767047,ZNHIT6
54681,100765582,P4HTM
54682,100774466,MANSC1
54700,100751564,RRN3
54704,100761381,PDP1
54707,100769599,GPN2
54708,100766578,MARCH5
54714,100757356,CNGB3
54715,100766551,RBFOX1
54716,100759829,SLC6A20
54716,100760123,SLC6A20
54726,100771576,OTUD4
54729,103161186,NKX1-1
54732,100769941,TMED9
54733,100769891,SLC35F2
54734,100770178,RAB39A
54737,100752223,MPHOSPH8
54738,100750702,FEV
54739,100754608,XAF1
54741,100755400,LEPROT
54742,103161407,LY6K
54742,103162244,LY6K
54742,103162243,LY6K
54749,100770772,EPDR1
54751,103158816,FBLIM1
54751,100774941,FBLIM1
54752,100766468,FNDC8
54753,100766765,ZNF853
54756,100751618,IL17RD
54757,100750670,FAM20A
54758,100768960,KLHDC4
54760,100756537,PCSK4
54762,100773582,GRAMD1C
54763,100757652,ROPN1
54764,100769882,ZRANB1
54765,100757190,TRIM44
54766,100770985,BTG4
54768,100758841,HYDIN
54769,100758943,DIRAS2
54776,100765970,PPP1R12C
54777,100759176,CFAP46
54778,100773181,RNF111
54780,100774921,NSMCE4A
54784,100766685,ALKBH4
54788,100759717,DNAJB12
54790,100769811,TET2
54793,100753176,KCTD9
54795,100754433,TRPM4
54796,100754985,BNC2
54797,100770895,MED18
54798,100774272,DCHS2
54799,100765134,MBTD1
54800,100758788,KLHL24
54801,100761416,HAUS6
54802,100773722,TRIT1
54805,100759256,CNNM2
54805,100765482,CNNM2
54806,100773665,AHI1
54808,100764371,DYM
54809,100759572,SAMD9
54810,100761124,GIPC2
54812,100754955,AFTPH
54813,100755905,KLHL28
54814,100757515,QPCTL
54815,100757004,GATAD2A
54816,100770583,ZNF280D
54819,103159796,ZCCHC10
54820,100771293,NDE1
54821,100757441,ERCC6L
54822,100752689,TRPM7
54823,100752723,SWT1
54825,100774943,CDHR2
54826,100769872,GIN1
54827,100768856,NXPE4
54828,100761557,BCAS3
54829,100754602,ASPN
54830,100760998,NUP62CL
54831,100762224,BEST2
54832,100769846,VPS13C
54834,100771093,GDAP2
54836,100756148,BSPRY
54838,100758219,WBP1L
54838,100753114,WBP1L
54839,100752897,LRRC49
54840,100774231,APTX
54842,100751700,MFSD6
54843,100761295,SYTL2
54845,100759516,ESRP1
54847,100767535,SIDT1
54848,100755633,ARHGEF38
54849,100759557,DEF8
54850,100764456,FBXL12
54851,100750582,ANKRD49
54852,100754586,PAQR5
54853,100755022,WDR55
54854,100756463,FAM83E
54855,100770809,FAM46C
54856,100771675,GON4L
54857,100771225,GDPD2
54858,100769180,PGPEP1
54859,100764169,ELP6
54860,100772802,MS4A12
54860,100753402,MS4A12
54861,100770428,SNRK
54862,100767087,CC2D1A
54863,100774055,TOR4A
54863,103163723,TOR4A
54865,100753809,GPATCH4
54866,100762755,PPP1R14D
54866,103160659,PPP1R14D
54867,100761817,TMEM214
54868,100773756,TMEM104
54869,103163477,EPS8L1
54870,103163075,QRICH1
54870,100763820,QRICH1
54872,100765524,PIGG
54873,100762488,PALMD
54874,100757842,FNBP1L
54875,100755760,CNTLN
54877,100752516,ZCCHC2
54878,100773914,DPP8
54879,100760945,ST7L
54880,100767711,BCOR
54881,100775062,TEX10
54882,100756474,ANKHD1
54883,100756522,CWC25
54884,100750576,RETSAT
54885,100761774,TBC1D8B
54886,100756834,PLPPR1
54887,100758863,UHRF1BP1
54888,100760286,NSUN2
54890,100755624,ALKBH5
54891,100754682,INO80D
54892,100752041,NCAPG2
54893,100764370,MTMR10
54894,100753125,RNF43
54896,100752042,PQLC2
54897,100770088,CASZ1
54898,100764278,ELOVL2
54899,100750396,PXK
54900,100764572,LAX1
54901,100758711,CDKAL1
54902,100760541,TTC19
54903,100751654,MKS1
54904,100773097,WHSC1L1
54905,100768731,CYP2W1
54906,100766168,FAM208B
54908,100765969,SPDL1
54910,100768897,SEMA4C
54913,100764297,RPP25
54914,100756324,FOCAD
54915,100766305,YTHDF1
54916,100767682,TMEM260
54918,100768322,CMTM6
54919,100771212,DNAAF5
54920,100750570,DUS2
54921,100757608,CHTF8
54922,100751764,RASIP1
54923,100767764,LIME1
54926,100771522,UBE2R2
54927,100750398,CHCHD3
54928,100756245,IMPAD1
54929,100764636,TMEM161A
54930,100769299,HAUS4
54931,100756944,TRMT10C
54933,100770158,RHBDL2
54934,100758344,KANSL2
54935,100771960,DUSP23
54936,100762798,ADPRHL2
54937,100767763,SOHLH2
54938,100769771,SARS2
54939,100762408,COMMD4
54940,100763441,OCIAD1
54941,100775067,RNF125
54942,100768046,FAM206A
54943,100769155,DNAJC28
54946,100762387,SLC41A3
54947,100772716,LPCAT2
54947,100768815,LPCAT2
54948,100756893,MRPL16
54949,100772110,SDHAF2
54951,100754822,COMMD8
54952,100769656,TRNAU1AP
54953,100751804,C1orf27
54954,100756331,FAM120C
54955,100753330,C1orf109
54956,100753348,PARP16
54957,100757210,TXNL4B
54958,100752783,TMEM160
54959,100754868,ODAM
54960,100765564,GEMIN8
54961,100761968,SSH3
54962,100768167,TIPIN
54963,100763963,UCKL1
54964,100752700,C1orf56
54965,100761026,PIGX
54967,100770524,CT55
54967,100769665,CT55
54967,100769068,CT55
54968,100762615,TMEM70
54969,100761052,HPF1
54970,100751344,TTC12
54971,100768192,BANP
54972,100774718,TMEM132A
54973,100769426,CPSF3L
54974,100763395,THG1L
54976,100766674,C20orf27
54977,100757130,SLC25A38
54978,100760665,SLC35F6
54980,100770743,C2orf42
54981,100751894,NMRK1
54982,100760975,CLN6
54984,100754375,PINX1
54985,100768272,HCFC1R1
54986,100773013,ULK4
54987,100772787,C1orf123
54988,100755162,ACSM5
54989,100767834,ZNF770
54991,100766731,C1orf159
54993,100771166,ZSCAN2
54994,100757886,GID8
54995,100769182,OXSM
54996,100757070,MARC2
54997,100757834,TESC
54998,100770569,AURKAIP1
55000,103161184,TUG1
55001,100770201,TTC22
55002,100757323,TMCO3
55003,100763693,PAK1IP1
55004,100750343,LAMTOR1
55005,100767911,RMND1
55006,100761233,TRMT61B
55007,100764016,FAM118A
55008,100767771,HERC6
55009,100755377,C19orf24
55010,100770705,PARPBP
55011,100772372,PIH1D1
55012,100752573,PPP2R3C
55013,100765870,MCUB
55014,100751748,STX17
55015,100756682,PRPF39
55016,100753515,MARCH1
55017,100770164,C14orf119
55020,100758407,TTC38
55022,100772428,PID1
55023,100758775,PHIP
55024,100762463,BANK1
55026,100763127,TMEM255A
55027,100756422,HEATR3
55028,100752871,C17orf80
55030,100755456,FBXO34
55031,100766617,USP47
55032,100765499,SLC35A5
55033,100758490,FKBP14
55034,103158571,MOCOS
55035,100757996,NOL8
55036,100756847,CCDC40
55037,100763681,PTCD3
55038,100770517,CDCA4
55039,100772520,TRMT12
55040,100762219,EPN3
55041,100770793,PLEKHB2
55048,100763936,VPS37C
55049,100757102,C19orf60
55051,100770339,NRDE2
55052,100771139,MRPL20
55054,100771530,ATG16L1
55055,100756333,ZWILCH
55057,100767991,AIM1L
55061,100771822,SUSD4
55062,100750963,WIPI1
55063,100754258,ZCWPW1
55064,100761183,SPATA6L
55066,100772770,PDPR
55068,100770334,ENOX1
55069,100751620,TMEM248
55070,100770116,DET1
55071,100764740,C9orf40
55072,100760689,RNF31
55074,100766884,OXR1
55075,100753602,UACA
55076,100757327,TMEM45A
55076,100759339,TMEM45A
55076,100758768,TMEM45A
55079,100762796,FEZF2
55080,100752190,TAPBPL
55082,100756104,ARGLU1
55083,100764244,KIF26B
55084,100774735,SOBP
55086,100762363,CXorf57
55088,100752682,CCDC186
55089,100769795,SLC38A4
55090,100767374,MED9
55092,100766562,TMEM51
55092,100773107,TMEM51
55093,103158908,WDYHV1
55094,100757025,GPATCH1
55095,100760986,SAMD4B
55096,103159492,EBLN2
55100,100760888,WDR70
55100,100772849,WDR70
55101,100774519,ATP5SL
55102,100760198,ATG2B
55103,100773243,RALGPS2
55105,100760239,GPATCH2
55107,100774893,ANO1
55108,100752123,BSDC1
55109,100757002,AGGF1
55110,100772672,MAGOHB
55111,100759711,PLEKHJ1
55112,100760627,WDR60
55113,100763746,XKR8
55114,100759183,ARHGAP17
55116,100760474,TMEM39B
55117,100758864,SLC6A15
55118,100760959,CRTAC1
55119,100752495,PRPF38B
55120,100759885,FANCL
55122,100769005,AKIRIN2
55124,100767809,PIWIL2
55125,100756846,CEP192
55127,100763985,HEATR1
55128,100760957,TRIM68
55129,100770142,ANO10
55130,100773009,ARMC4
55131,100774448,RBM28
55132,100772564,LARP1B
55133,100762977,SRBD1
55133,103160897,SRBD1
55135,100757087,WRAP53
55137,100751083,FIGN
55138,103164082,FAM90A1
55139,100773729,ANKZF1
55140,100771722,ELP3
55142,100757195,HAUS2
55143,100753031,CDCA8
55144,100766233,LRRC8D
55145,100751715,THAP1
55146,100757078,ZDHHC4
55148,100767869,UBR7
55149,100759832,MTPAP
55149,103159552,MTPAP
55149,100765719,MTPAP
55151,100762094,TMEM38B
55152,100764409,DALRD3
55153,100769914,SDAD1
55154,100753624,MSTO1
55156,100772139,ARMC1
55157,100774650,DARS2
55159,100772185,RFWD3
55160,100756389,ARHGEF10L
55161,100766549,TMEM33
55163,100753308,PNPO
55164,100753163,SHQ1
55165,100752217,CEP55
55166,100764991,CENPQ
55167,100760221,MSL2
55167,103162924,MSL2
55168,100753780,MRPS18A
55170,103163554,PRMT6
55171,100766911,TBCCD1
55172,100753981,DNAAF2
55173,100767194,MRPS10
55174,100755256,INTS10
55175,100750471,KLHL11
55175,103162811,KLHL11
55176,100771837,SEC61A2
55177,100752341,RMDN3
55178,100761762,MRM3
55179,100771101,FAIM
55179,100766798,FAIM
55180,100767653,LINS1
55181,100755762,SMG8
55182,100762776,RNF220
55183,100771823,RIF1
55184,100767139,DZANK1
55186,100764208,SLC25A36
55187,100755898,VPS13D
55188,100762533,RIC8B
55190,100758392,NUDT11
55191,100771407,NADSYN1
55192,100752047,DNAJC17
55193,100763050,PBRM1
55193,103160794,PBRM1
55194,100759036,EVA1B
55195,100754915,C14orf105
55196,100762086,KIAA1551
55197,100767756,RPRD1A
55198,100771802,APPL2
55200,100751119,PLEKHG6
55201,100772627,MAP1S
55203,100767999,LGI2
55204,100764832,GOLPH3L
55205,100770273,ZNF532
55206,100774701,SBNO1
55207,100765619,ARL8B
55208,100757607,DCUN1D2
55209,100753475,SETD5
55210,100772005,ATAD3A
55211,100753372,DPPA4
55211,100760387,DPPA4
55212,100758793,BBS7
55213,100765290,RCBTB1
55214,100752370,P3H2
55215,100755795,FANCI
55216,100774078,C11orf57
55217,100757720,TMLHE
55218,100765115,EXD2
55219,100762662,TMEM57
55220,100754881,KLHDC8A
55222,100762897,LRRC20
55223,100756426,TRIM62
55224,100766811,ETNK2
55225,100765895,RAVER2
55226,100773484,NAT10
55227,100751156,LRRC1
55228,100762167,PNMAL1
55229,100768771,PANK4
55230,100771238,USP40
55230,103163442,USP40
55231,100761101,CCDC87
55233,100771226,MOB1A
55234,100736555,SMU1
55236,100761596,UBA6
55237,100768679,VRTN
55238,100762550,SLC38A7
55239,100756149,OGFOD1
55240,100761057,STEAP3
55243,100774583,KIRREL
55244,103160654,SLC47A1
55244,100774248,SLC47A1
55245,100754679,UQCC1
55246,100756157,CCDC25
55247,100753722,NEIL3
55248,100764103,TMEM206
55249,100764952,YY1AP1
55250,100764459,ELP2
55251,100765664,PCMTD2
55252,100756895,ASXL2
55253,100751426,TYW1
55253,100751910,TYW1
55254,100758103,TMEM39A
55255,100761254,WDR41
55256,100765075,ADI1
55256,100754671,ADI1
55257,100757027,MRGBP
55258,100768824,THNSL2
55259,100765214,CASC1
55260,100751205,TMEM143
55262,100771428,C7orf43
55266,100760567,TMEM19
55267,100754069,PRR34
55268,100757273,ECHDC2
55269,100751937,PSPC1
55270,100761298,NUDT15
55272,100760961,IMP3
55273,100759683,TMEM100
55274,100773896,PHF10
55275,100760896,VPS53
55276,100761029,PGM2
55277,100763881,FGGY
55278,100767432,QRSL1
55279,100767528,ZNF654
55280,100751475,CWF19L1
55281,100763129,TMEM140
55282,100761482,LRRC36
55283,100753377,MCOLN3
55284,100762319,UBE2W
55285,100759826,RBM41
55286,100769651,C4orf19
55287,100769883,TMEM40
55288,100761802,RHOT1
55289,100772220,ACOXL
55290,100769943,BRF2
55291,100761104,PPP6R3
55293,100751959,UEVLD
55294,100761759,FBXW7
55295,100756815,KLHL26
55296,100765477,TBC1D19
55297,100764589,CCDC91
55297,103164262,CCDC91
55298,100759075,RNF121
55299,100757120,BRIX1
55300,100768572,PI4K2B
55301,100755723,OLAH
55303,100772834,GIMAP4
55304,100770263,SPTLC3
55308,100766941,DDX19A
55311,103160269,ZNF444
55312,100767410,RFK
55313,100754184,CPPED1
55314,100763761,TMEM144
55315,100767453,SLC29A3
55316,100768136,RSAD1
55317,100765217,AP5S1
55319,100753215,TMA16
55320,100768675,MIS18BP1
55321,100767750,TMEM74B
55322,100766398,C5orf22
55323,100756813,LARP6
55324,100772769,ABCF3
55325,100769508,UFSP2
55326,100757875,AGPAT5
55327,100752354,LIN7C
55328,100774332,RNLS
55328,100759343,RNLS
55329,100770101,MNS1
55330,100769537,BLOC1S4
55331,100766923,ACER3
55332,100774664,DRAM1
55333,100763373,SYNJ2BP
55334,100758147,SLC39A9
55336,100758388,FBXL8
55337,100773113,C19orf66
55339,100754160,WDR33
55340,100771673,GIMAP5
55340,100771965,GIMAP5
55341,100773753,LSG1
55342,100770548,STRBP
55343,100689382,SLC35C1
55344,100760948,PLCXD1
55344,100752008,PLCXD1
55345,100755417,ZGRF1
55346,100771847,TCP11L1
55347,100770127,ABHD10
55349,100772204,CHDH
55351,100751801,STK32B
55352,100756315,COPRS
55353,100754119,LAPTM4B
55355,103163135,HJURP
55355,100755715,HJURP
55356,100774968,SLC22A15
55357,100771281,TBC1D2
55359,100774702,STYK1
55361,100766663,PI4K2A
55362,100758557,TMEM63B
55363,100770706,HEMGN
55364,100774193,IMPACT
55365,100764250,TMEM176A
55366,100752655,LGR4
55367,100753147,PIDD1
55374,100757348,TMCO6
55379,100758748,LRRC59
55388,100773567,MCM10
55421,100768275,NCBP3
55425,100768616,GPALPP1
55432,103159360,YOD1
55432,100773294,YOD1
55435,100755236,AP1AR
55435,100758150,AP1AR
55437,100756557,STRADB
55454,100770830,CSGALNACT2
55466,100755057,DNAJA4
55471,100756458,NDUFAF7
55486,100751882,PARL
55500,100765795,ETNK1
55501,103162797,CHST12
55501,100762689,CHST12
55502,100772285,HES6
55503,100763107,TRPV6
55504,100765517,TNFRSF19
55505,100771394,NOP10
55506,100764242,H2AFY2
55507,100751724,GPRC5D
55508,100772125,SLC35E3
55509,100765560,BATF3
55510,100754802,DDX43
55511,100768803,SAGE1
55512,100755276,SMPD3
55512,100761434,SMPD3
55515,100765570,ASIC4
55520,100771025,ELAC1
55521,100758865,TRIM36
55526,100753689,DHTKD1
55527,100769384,FEM1A
55529,100767770,TMEM55A
55530,100754019,SVOP
55531,100769312,ELMOD1
55532,100774627,SLC30A10
55534,103164483,MAML3
55534,100767462,MAML3
55536,100770155,CDCA7L
55540,100753686,IL17RB
55544,100759322,RBM38
55553,100755098,SOX6
55554,100753855,KLK15
55556,100755139,ENOSF1
55558,100761215,PLXNA3
55559,100753533,HAUS7
55561,100758107,CDC42BPG
55565,100756049,ZNF821
55567,100752771,DNAH3
55568,100768523,GALNT10
55571,100760179,CNOT11
55572,100758274,FOXRED1
55573,100767533,CDV3
55576,100774200,STAB2
55577,100758117,NAGK
55578,100769517,SUPT20H
55582,100764407,KIF27
55584,100756671,CHRNA9
55585,100750390,UBE2Q1
55586,100756277,MIOX
55588,100772644,MED29
55589,100769791,BMP2K
55591,100758457,VEZT
55593,100761947,OTUD5
55596,100770227,ZCCHC8
55599,100773770,RNPC3
55600,100759987,ITLN1
55600,100764079,ITLN1
55600,100772757,ITLN1
55600,100753016,ITLN1
55600,100759699,ITLN1
55601,100760761,DDX60
55602,100755619,CDKN2AIP
55603,100751836,FAM46A
55604,100757310,CARMIL1
55605,100766958,KIF21A
55607,100764576,PPP1R9A
55608,100766146,ANKRD10
55609,100773685,ZNF280C
55610,100760449,VPS50
55611,100758975,OTUB1
55612,100772109,FERMT1
55614,100758004,KIF16B
55615,100752193,PRR5
55616,100751283,ASAP3
55617,100769290,TASP1
55619,100768884,DOCK10
55620,100755958,STAP2
55621,100765046,TRMT1
55622,100762808,TTC27
55623,100754766,THUMPD1
55624,100772511,POMGNT1
55625,100771824,ZDHHC7
55626,100753101,AMBRA1
55627,100753418,SMPD4
55628,100760917,ZNF407
55628,103164468,ZNF407
55629,100753045,PNRC2
55630,100755397,SLC39A4
55631,100750389,LRRC40
55632,100763860,G2E3
55633,100751571,TBC1D22B
55635,100767779,DEPDC1
55636,100755474,CHD7
55638,100769191,SYBU
55640,100760195,FLVCR2
55643,100759139,BTBD2
55644,100754538,OSGEP
55646,100773375,LYAR
55647,100767205,RAB20
55650,103164187,PIGV
55650,100770177,PIGV
55651,100759402,NHP2
55652,100767330,SLC48A1
55654,100758246,TMEM127
55655,100768765,NLRP2
55656,100757889,INTS8
55657,100755812,ZNF692
55658,103160352,RNF126
55659,100769912,ZNF416
55660,100774137,PRPF40A
55661,100758755,DDX27
55662,100752342,HIF1AN
55663,103163643,ZNF446
55664,100761473,CDC37L1
55665,100756597,URGCP
55665,100768349,URGCP
55665,100756621,URGCP
55665,100755428,URGCP
55666,100754863,NPLOC4
55667,100754289,DENND4C
55668,100757412,GPATCH2L
55669,100756764,MFN1
55669,100689236,MFN1
55670,100753828,PEX26
55671,100754152,PPP4R3A
55676,100763102,SLC30A6
55677,100771981,IWS1
55679,100755311,LIMS2
55680,100762128,RUFY2
55681,100764975,SCYL2
55681,103160199,SCYL2
55683,100770226,KANSL3
55684,100762690,RABL6
55686,100756624,MREG
55687,100759274,TRMU
55689,100759076,YEATS2
55690,100768741,PACS1
55691,100750826,FRMD4A
55692,100768915,LUC7L
55693,100753944,KDM4D
55695,100761733,NSUN5
55696,100767581,RBM22
55697,100753800,VAC14
55698,100759861,RADIL
55699,100758227,IARS2
55700,100763665,MAP7D1
55701,100758097,ARHGEF40
55702,100755173,CCDC94
55703,100759724,POLR3B
55704,100765924,CCDC88A
55705,100756041,IPO9
55706,100766175,NDC1
55707,100774256,NECAP2
55709,100760838,KBTBD4
55711,100758702,FAR2
55713,100769274,ZNF334
55714,100751317,TENM3
55715,100766625,DOK4
55716,100764890,LMBR1L
55717,100759188,WDR11
55718,100764912,POLR3E
55719,100756312,SLF2
55720,100767392,TSR1
55721,100760183,IQCC
55722,100761899,CEP72
55723,100769479,ASF1B
55726,100757147,ASUN
55727,100765835,BTBD7
55728,100766471,N4BP2
55729,100753637,ATF7IP
55731,100763154,FAM222B
55732,100764089,C1orf112
55733,100761049,HHAT
55734,100753579,ZFP64
55735,100760814,DNAJC11
55737,100767603,VPS35
55738,100759225,ARFGAP1
55739,100767494,NAXD
55740,100752970,ENAH
55741,100753801,EDEM2
55742,100763027,PARVA
55743,100771287,CHFR
55745,100754336,AP5M1
55746,100768681,NUP133
55748,100760626,CNDP2
55749,100767167,CCAR1
55750,100771779,AGK
55751,100773881,TMEM184C
55752,100752472,SEPT11
55753,100769436,OGDHL
55754,100756251,TMEM30A
55754,100755866,TMEM30A
55755,100764684,CDK5RAP2
55756,100752291,INTS9
55757,100762273,UGGT2
55758,100764531,RCOR3
55759,100765493,WDR12
55760,100757757,DHX32
55761,100750794,TTC17
55763,100770306,EXOC1
55764,100771127,IFT122
55765,100766673,C1orf106
55766,100757684,H2AFJ
55768,100770329,NGLY1
55770,100755817,EXOC2
55771,100755467,PRR11
55773,100756156,TBC1D23
55775,100769476,TDP1
55775,103159114,TDP1
55776,100764395,SAYSD1
55777,100750416,MBD5
55778,100772816,ZNF839
55779,100766957,CFAP44
55780,100752150,ERMARD
55781,100758835,RIOK2
55783,100754099,CMTR2
55784,100754928,MCTP2
55785,100756530,FGD6
55787,100752164,TXLNG
55788,100753381,LMBRD1
55789,100754645,DEPDC1B
55790,100754969,CSGALNACT1
55791,103161049,LRIF1
55791,100773363,LRIF1
55793,103158998,FAM63A
55793,100766575,FAM63A
55794,100750865,DDX28
55795,100758184,PCID2
55796,100763023,MBNL3
55799,100753384,CACNA2D3
55800,100761097,SCN3B
55802,100773763,DCP1A
55803,100772203,ADAP2
55805,100769221,LRP2BP
55806,100765886,HR
55808,103164123,ST6GALNAC1
55808,100763224,ST6GALNAC1
55809,100767482,TRERF1
55810,100770857,FOXJ2
55811,100767272,ADCY10
55812,100770623,SPATA7
55812,100751616,SPATA7
55813,100761515,UTP6
55814,100759229,BDP1
55815,100754120,TSNAXIP1
55816,100751739,DOK5
55818,100771108,KDM3A
55819,100767479,RNF130
55821,100766149,ALLC
55823,100758112,VPS11
55824,100767029,PAG1
55825,100757202,PECR
55827,100770150,DCAF6
55829,100768801,VIMP
55830,100762757,GLT8D1
55831,100757477,EMC3
55832,100768210,CAND1
55833,100769902,UBAP2
55835,100752517,CENPJ
55837,100763566,EAPP
55839,100765070,CENPN
55840,100765712,EAF2
55841,100764186,WWC3
55843,100765262,ARHGAP15
55844,103162642,PPP2R2D
55844,100774343,PPP2R2D
55845,100758338,BRK1
55846,100768769,ITFG2
55847,100772922,CISD1
55848,103161933,PLGRKT
55848,100758605,PLGRKT
55850,100756228,USE1
55851,103161443,PSENEN
55852,100769385,TEX2
55854,100753210,ZC3H15
55856,100758652,ACOT13
55857,100770594,KIZ
55858,100770946,TMEM165
55859,100765265,BEX1
55859,100766137,BEX1
55860,100759261,ACTR10
55861,100765248,DBNDD2
55862,100764713,ECHDC1
55863,100760417,TMEM126B
55867,100769171,SLC22A11
55869,100765184,HDAC8
55870,100754103,ASH1L
55871,100765393,CBWD1
55872,100755573,PBK
55876,103160877,GSDMB
55879,100767917,GABRQ
55884,100753469,WSB2
55885,100774571,LMO3
55888,100764643,ZKSCAN7
55890,100750919,GPRC5C
55891,100758650,LENEP
55892,100768054,MYNN
55893,100772882,ZNF395
55894,100769521,DEFB103B
55898,100765013,UNC45A
55901,100772553,THSD1
55902,100752902,ACSS2
55904,100756731,KMT2E
55905,100760193,RNF114
55906,100756582,ZC4H2
55907,100773134,CMAS
55908,103162524,ANGPTL8
55909,100769924,BIN3
55911,100753181,APOBR
55914,100774374,ERBIN
55915,100763111,LANCL2
55916,100761079,NXT2
55917,100757568,CTTNBP2NL
55920,100771065,RCC2
55922,100764046,NKRF
55924,100751785,FAM212B
55929,100756406,DMAP1
55930,100753160,MYO5C
55937,100763606,APOM
55954,100774480,ZMAT5
55957,100754605,LIN37
55958,100765563,KLHL9
55959,100772828,SULF2
55964,100763339,SEPT3
55966,100762681,AJAP1
55967,100757306,NDUFA12
55968,100763758,NSFL1C
55969,100763162,C20orf24
55970,100757536,GNG12
55971,100763126,BAIAP2L1
55972,100750700,SLC25A40
55973,100754548,BCAP29
55974,100757783,SLC50A1
55975,100763513,KLHL7
55997,100756508,CFC1
56000,100768937,NXF3
56005,100757594,MYDGF
56006,100768645,SMG9
56006,103162760,SMG9
56033,100763836,BARX1
56034,100765334,PDGFC
56052,100773731,ALG1
56061,103160474,UBFD1
56062,100764135,KLHL4
56063,100759600,TMEM234
56097,103162554,PCDHGC5
56097,100753238,PCDHGC5
56098,100753539,PCDHGC4
56099,103162579,PCDHGB7
56099,100754716,PCDHGB7
56101,100755294,PCDHGB5
56104,100754141,PCDHGB1
56104,100757337,PCDHGB1
56105,103162580,PCDHGA11
56105,100754429,PCDHGA11
56106,103164182,PCDHGA10
56107,100755009,PCDHGA9
56107,103162578,PCDHGA9
56108,100756169,PCDHGA7
56108,103162577,PCDHGA7
56109,100756460,PCDHGA6
56110,100756758,PCDHGA5
56111,100757045,PCDHGA4
56112,100757622,PCDHGA3
56114,100757910,PCDHGA1
56121,103162576,PCDHB15
56122,100750720,PCDHB14
56122,100750434,PCDHB14
56123,100774334,PCDHB13
56123,103162573,PCDHB13
56123,100774623,PCDHB13
56124,100774914,PCDHB12
56124,103162575,PCDHB12
56126,103162574,PCDHB10
56129,100774043,PCDHB7
56130,100773458,PCDHB6
56131,100772016,PCDHB4
56131,103162570,PCDHB4
