Human gene name	Gene name
AL365232.1	Khdc1c
KHDC1	Khdc1c
KHDC1L	Khdc1c
	Gm28896
	Samt2
GJB6	Gjb6
	Gm48651
	Ighv16-1
	Vmn1r70
ATP6V0A1	Atp6v0a1
	Olfr822
	Gm21282
ANKRD13A	Ankrd13a
	Gm5084
	Olfr1542-ps1
	Gm2709
	4933409G03Rik
	Rps2-ps3
	Gm36990
	Gm16533
	Vmn1r-ps51
	Gm48725
NELFE	Nelfe
OR4Q3	Olfr735
AC004691.2	Aqp1
AQP1	Aqp1
	Gm10826
DCUN1D4	Dcun1d4
AHI1	Ahi1
	Tlr11
MAN1A1	Man1a
KCNH1	Kcnh1
	Gm28895
LGALSL	Lgalsl
	Gm15142
	Ighv6-2
	Gm8577
TYSND1	Tysnd1
	Gm28894
	Gm10779
RPGRIP1	Rpgrip1
IGHV7-4-1	Ighv9-1
IGHV7-81	Ighv9-1
	Gm28774
	Gm35333
	Gm21829
CLDN34	Cldn34b1
ATPAF1	Atpaf1
MAGIX	Magix
	Rpl30-ps8
GHRHR	Ghrhr
	Gm47116
	Gm14911
	Gm14914
	Gm10029
STPG1	Stpg1
	Gm48238
	2900024D18Rik
MAK	Mak
AC136616.1	Slc6a8
SLC6A8	Slc6a8
	Olfr736
SMAD9	Smad9
	Gm37910
	AC121574.1
	AC121997.2
	Gm34732
PEX6	Pex6
MAP1LC3B2	Map1lc3b
MAP1LC3B	Map1lc3b
	Gm48122
	Gm7389
	Gm11457
	4932414N04Rik
DNAJC27	Dnajc27
	Gm11975
	A730082K24Rik
	Gm47056
NIPAL3	Nipal3
	Gm7370
	Gm36974
HMGA1	Hmga1b
	Gm29324
ETV5	Etv5
	Gm11771
	Ighv12-1
	Gm48500
RFNG	Rfng
CDH3	Cdh3
	Gm28775
	Gm10646
LCN8	Lcn8
	Gm10123
	Gm21765
	Gm8524
	Gm19299
	Gm16010
	Gapdh-ps15
SPSB4	Spsb4
	Gm8637
	Gm43732
	Gm45895
	Gm28776
	Olfr1408
	Gm32005
	Gm21787
	Gm45048
	Gm9661
	Gm7397
	Gm32122
	4930433J02Rik
	Gm16998
	Gm37662
MAFA	Mafa
CNKSR3	Magi1
IPCEF1	Magi1
	Gm47917
	Gm28770
	AY512931
	1700047G07Rik
	Olfr1407-ps1
	Olfr738
	Olfr115
IL27	Il27
	Gm3379
	Fendrr
	Olfr737-ps1
ANAPC2	Anapc2
	Gm20901
EXOC8	Exoc8
	4930511J24Rik
MTNR1A	Mtnr1a
	Olfr116
	Rpl7a
	1700019P21Rik
	Gm31479
AC010531.1	Fbxo31
FBXO31	Fbxo31
	Gm18213
	Gm28176
SPRTN	Sprtn
	AC123665.1
FBXO34	Fbxo34
UBE2C	Ube2c
	Gm45703
	Gm5131
	Gm34667
FGF21	Fgf21
LOXHD1	Loxhd1
AC138894.1	Cln3
CLN3	Cln3
POU4F1	Pou4f1
NFE2L2	Nfe2l2
	Gm45709
	Gm3933
	Gm37045
	BC048679
EEF2	Eef2
PBRM1	Pbrm1
RNF219	Rnf219
	E030042O20Rik
	Gm13656
	Gm13657
	Gm13669
	Gm13670
AGPS	Agps
MAGEA10	Magea6
IGHV7-4-1	Ighv9-2
IGHV7-81	Ighv9-2
	Gm18291
	A530001N23Rik
PRADC1	Pradc1
HHAT	Hhat
MAGEA10	Magea3
TNNC2	Tnnc2
	Gm20911
	Gm45049
	Cbx3-ps8
	Gm6079
	Gm10709
	Gm7407
	Gm6645
	AC121997.1
	Ighv12-2
	Gm16589
	Gm36231
	Gm13612
	9230110F15Rik
MAGEA10	Magea8
CORO1B	Coro1b
CYB5D1	Cyb5d1
	Gm20149
CTU2	Ctu2
AL365232.1	Khdc1b
KHDC1	Khdc1b
KHDC1L	Khdc1b
	Gm28739
	Gm8996
IGHV7-4-1	Ighv9-3
IGHV7-81	Ighv9-3
DNAJB9	Dnajb9
	Olfr739
	Gm29717
CRYL1	Cryl1
	Gm12037
NAA38	Naa38
MAGEA10	Magea5
	Gm11191
	Gm12038
	Gm13024
	Olfr740
	Gm13224
	Gm6900
	Olfr1406
MTCH2	Mtch2
MAGEA10	Magea2
RPL22	Rpl22
	Gm37123
	Rpl23a-ps5
PIK3CA	Pik3ca
NOVA2	Nova2
	Ang-ps3
	Platr16
MAGEA10	Magea1
	Gm28741
XPNPEP2	Xpnpep2
	Gm13230
RNASE3	Ear10
RNASE2	Ear10
IGHV3-15	Ighv7-3
IGHV3OR15-7	Ighv7-3
IGHV3-73	Ighv7-3
AC136616.2	Ighv7-3
IGHV3-72	Ighv7-3
IGHV3-49	Ighv7-3
TMEM88	Tmem88
SNX21	Snx21
CCT7	Cct7
MED8	Med8
	Gm19045
	Gm14804
ZC3H3	Zc3h3
	Gm6973
	Gm37207
	Vmn1r-ps99
PPP4R3C	4932429P05Rik
CD1D	Cd1d2
	Gm10730
	Rhox3g
SLC50A1	Slc50a1
	D030018L15Rik
	Gm8971
	Dppa3-ps
	AC123665.3
ZCCHC10	Zcchc10
	Gm2229
	Gm34225
	Gm7977
G6PD	G6pdx
	Rhox2g
	Gm43061
	Olfr117
	Gm30504
	Gm29195
	AC135119.1
	Gm29196
	Gm6329
	Gm28435
	Gm5656
	Gm28436
TCEAL8	Tceal8
	Rpl19-ps10
	Gm6967
	Gm34719
	Gm47188
ACOT8	Acot8
	Gm47187
	Gm14887
	Lcn5
	Gm45788
	Gm37270
ZCCHC17	Zcchc17
SRGN	Srgn
	Gm28786
PNN	Pnn
	Gm12847
	Gm11188
	Gm29360
AMN1	Amn1
	Gm38377
	Gm37295
	Gm37747
CERS6	Cers6
	Gm45058
VASN	Vasn
	Gm45247
NANOS2	Nanos2
	1700018B24Rik
CORO7-PAM16	Coro7
CORO7	Coro7
HNRNPM	Hnrnpm
	Gm11947
	Mypopos
	Gm16984
	Gm29197
	Gm29198
RBP3	Rbp3
GNMT	Gnmt
	Gm8113
	Gm17142
	Gm13223
	Gm29193
	Gm9550
	Smarca5-ps
	Gm28430
MYPOP	Mypop
	Gm46993
	Gm13401
CD1D	Cd1d1
MED27	Med27
DENND5A	Dennd5a
CYP1A1	Cyp1a1
	Btf3l4
	C630004L07Rik
THNSL1	Thnsl1
	Gm47047
F9	F9
FABP3	Fabp3
IP6K2	Ip6k2
	Gm10676
TLN2	Tln2
	Gm37190
	Gm20912
	Olfr741
	6430584L05Rik
GPS1	Gps1
	Gm31415
	Gm7108
	Gm37819
	Vmn1r191
	Rhox4g
	4930474N09Rik
ABHD8	Abhd8
	4930512P04Rik
PELI1	Peli1
	Gm42457
	Gm14917
MFSD14A	Mfsd14a
	Gm33035
	Gm6500
	Vmn1r-ps52
	Gm14916
	Gm16328
PPP1R36	Ppp1r36
RBM34	Rbm34
	Gm45379
NLRP4	Nlrp4b
	Gm37159
	Gm38236
	AC160637.1
	Gm37651
	Gm5637
	Gm37666
PKM	Pkm
	Gm37684
	Nanog-ps1
	Gm14891
	4833422M21Rik
PPP4R3C	4930415L06Rik
	Gm7244
F11	F11
	Lcn2
PRDM10	Prdm10
	Vmn1r192
TTLL6	Ttll6
	2610037D02Rik
	Gm6027
	Gm37930
MRPL34	Mrpl34
INA	Ina
	AC146601.1
	Gm45865
C21orf2	1810043G02Rik
	Gm4746
	Kdm6bos
SLC7A5	Slc7a5
	Vmn1r193
KDM6B	Kdm6b
	Gm8213
	Gm6977
ZNF488	Zfp488
	Gm46233
	4930551I15Rik
	Gm14773
	Gm14786
CFAP44	Cfap44
	Vmn1r194
SLC35A3	Slc35a3
	Gm47028
	9530062K07Rik
NT5C2	Nt5c2
	AC121788.1
	Gm19074
	Gm4797
	Gm8908
	Vmn1r195
AL662899.1	Ly6g6e
LY6G6E	Ly6g6e
	Gm19325
	Olfr118
REXO2	Rexo2
	Olfr823
DFFA	Dffa
	Gm47563
	Gm5181
	Gm43544
	Gm37470
IL17C	Il17c
	Gm18553
	4930596I21Rik
MEGF11	Megf11
	Gm37524
	Gm37655
C16orf95	1700018B08Rik
LY6G6D	Ly6g6d
	Gm37718
	Gm38381
	CT025678.1
	Gm20711
DENND1B	Dennd1b
	Gm20557
PBX1	Pbx1
CFAP97D2	4932443I19Rik
	Gm5786
	Rpl21-ps3
	Gm13402
C1QTNF4	C1qtnf4
FAIM	Faim
PIGX	Pigx
	Gm5846
	Gm42983
	Gm42984
	Gm11936
	Hmgb1-ps4
TAPT1	Tapt1
S1PR2	S1pr2
	AC164099.2
	Gm26881
	Ptpmt1
SUPT16H	Supt16
FAM214B	Fam214b
OR10J3	Olfr218
ARHGEF19	Arhgef19
	Gm47107
	2610024D14Rik
	2410152P15Rik
	Gm33263
	Gm14968
	Gm12798
AFF4	Aff4
	Gm18247
	Gm7669
ANG	Ang5
	Gm48290
	Gm36862
CCSAP	Ccsap
GART	Gart
	Gm30893
	Gm43191
	Gm3693
TRMT112	Trmt112
HECW1	Hecw1
	Gm12320
	2010103J01Rik
	Gm3428
SLC8A3	Slc8a3
	Gm34882
	Gm20801
	Ighv15-1
	Gm28742
	Ighv14-4
IARS2	Iars2
	Gm12318
CLDN34	Cldn34b2
ZFP3	Zfp3
RFXAP	Rfxap
NOSTRIN	Nostrin
	Gm27045
	A130014A01Rik
KBTBD4	Kbtbd4
	Gm11535
ACTA1	Acta1
RHBDD3	Rhbdd3
HOXB13	Hoxb13
TUBGCP5	Tubgcp5
SCIMP	Scimp
ALPK2	Alpk2
	Olfr119
	4933417D19Rik
	Gm11539
	Gm29773
	Gm53
	Trhr2
TTC30B	Ttc30b
TTC30A	Ttc30b
DBNDD1	Dbndd1
	Gm38574
NDUFS3	Ndufs3
	Gm5358
TTC30B	Ttc30a2
TTC30A	Ttc30a2
PHC1	Phc1
STAG3	Stag3
CTBS	Ctbs
	1700028B04Rik
PRDX5	Prdx5
	1500011B03Rik
IFNL2	Ifnl2
IFNL3	Ifnl2
	Gm42765
CIB4	Cib4
	Gm42982
DNAJA3	Dnaja3
	E430021H15Rik
DEDD2	Dedd2
	Gm20499
TMEM52	Tmem52
	2610524H06Rik
PAK4	Pak4
	Prorsd1
TTC30B	Ttc30a1
TTC30A	Ttc30a1
	4933430L12Rik
	Gm47967
	Gm47968
	Gm47970
PNPLA8	Pnpla8
	5830411K02Rik
MLF1	Mlf1
	4930428O21Rik
SPATA1	Spata1
USP21	Usp21
	A430072P03Rik
NUP133	Nup133
	Zfp119b
	Gm15083
GFI1	Gfi1
ATP2B2	Atp2b2
IFNL2	Ifnl3
IFNL3	Ifnl3
	Gm12089
PRPF40B	Prpf40b
MARCH2	March2
CACNG3	Cacng3
CSAD	Csad
CD69	Cd69
	Ift88os
GMFG	Gmfg
	Gm15836
IFT88	Ift88
ESRRA	Esrra
	Gm44749
SHD	Shd
	Gm14788
MAGEB6B	Mageb2
MAGEB6	Mageb2
EFNA1	Efna1
APOBR	Apobr
ZSWIM3	Zswim3
DNAH2	Dnah2
SPATA25	Spata25
	Gm47011
	Gm38243
	1700039I01Rik
	Gm7658
	Gm36949
	Gm11608
KCNQ5	Kcnq5
GCAT	Gcat
SLC25A42	Slc25a42
	Gm31849
RNF165	Rnf165
ZSWIM1	Zswim1
	Gm16304
	Gm37423
	1700034H15Rik
	Gm16305
EGLN1	Egln1
BANP	Banp
	Gm47045
	Gm12095
	Gm14783
EML6	Eml6
	Gm11295
	4930553P18Rik
	Gm4798
MAGEB6B	Gm5072
MAGEB6	Gm5072
CEP44	Cep44
	Gm6362
LRFN1	Lrfn1
	Gm37829
	2900076A07Rik
KCNT2	Kcnt2
SLC30A1	Slc30a1
RAB3GAP2	Rab3gap2
ANO8	Ano8
NEURL2	Neurl2
	Gm29759
	Gm13394
PLTP	Pltp
	Gm10451
CFAP77	Cfap77
GALR3	Galr3
SPINT2	Spint2
GCAT	Gcat
MCF2	Mcf2
NCCRP1	Nccrp1
	CT010444.1
	Gm47096
	9230113P08Rik
LRRC66	Lrrc66
EWSR1	Ewsr1
	Gm45874
	Gm28593
	Gm10254
SAMD4B	Samd4b
TSNAX-DISC1	Tsnax
TSNAX	Tsnax
SPIN2B	Gm20873
SPIN2A	Gm20873
SERTM1	Sertm1
DDX47	Ddx47
	Gm17043
	Gm5460
SERPINA1	Serpina1d
	1700003I16Rik
	Gm10388
IL18RAP	Il18rap
DDA1	Dda1
PTGES2	Ptges2
	Gm17042
PRKCZ	Prkcz
SERPINA1	Serpina1b
	Gm16185
	Gm17118
SLC25A36	Slc25a36
	Gm17141
	Gm19880
SYCN	Sycn
	Gm13418
GPKOW	Gpkow
	Gm13417
	Gm6518
	Gm8869
	Gm18403
	Gm37575
DNAJC28	Dnajc28
CACNA2D2	Cacna2d2
	Gm12094
RTN4	Rtn4
	Gm37855
	Dnah2os
	Rhox3h
	Gm40662
	Gm43799
KIRREL1	Kirrel
	CT010465.1
SGCB	Sgcb
	Gm8725
	Gm36074
	Gm9924
	Gm48251
	Gm48252
	Gm48253
SLC30A3	Slc30a3
	Gm17066
	Gm15964
HOXB9	Hoxb9
	Gm37777
	4930590L20Rik
	Gm31182
SAXO2	Saxo2
CDC16	Cdc16
MUSK	Musk
	Gm37424
	Gm38261
	Gm38088
RBM26	Rbm26
	Gm2328
TRMT1	Trmt1
RPS14	Rps14
HOXB8	Hoxb8
	Gm27187
SNRNP40	Snrnp40
	Gm37802
KIAA1551	2810474O19Rik
	Gm48348
	Gm5916
	Gm37943
	Gm28693
	Gm8893
	Gm35279
	A930014D07Rik
TCEAL3	Tceal5
TCEAL6	Tceal5
TCEAL5	Tceal5
	Gm47057
ZDBF2	Zdbf2
	2310020H05Rik
SPAG16	Spag16
HOXB7	Hoxb7
ANGPT1	Angpt1
MAFIP	Tekt4
TEKT4	Tekt4
	4931419H13Rik
	Gm43555
CCNA1	Ccna1
HOXB6	Hoxb6
	Cd209f
	Gm47053
	Gm11606
	Gm28916
	Gm11605
	Gm28915
	Gm28918
	Gm28917
HOXB5	Hoxb5
	Gm28919
	3110009F21Rik
	Gm6785
	Gm3778
	1110028F18Rik
	Gm5913
	Gm21919
ARMC6	Armc6
	Gm37838
MOB3C	Mob3c
	Gm17473
	Gm4997
	Gm28743
NOL8	Nol8
	Gm807
	Ighv3-3
	Hoxb5os
DISC1	Disc1
	Amd-ps1
	Gm28124
	Gm31752
WDR90	Wdr90
HOXB4	Hoxb4
	Ighv7-4
	Gm8595
	Gm21790
IRF2BP1	Irf2bp1
CDH1	Cdh1
	Gm34785
FUT1	Fut1
PDE9A	Pde9a
	Gm29741
HOXB2	Hoxb2
KIF1BP	Kif1bp
	Rhox2h
TMEM123	Tmem123
HOXB3	Hoxb3
	Gm29496
	Gm7191
AHDC1	Ahdc1
	Gm37456
	Gm38272
	Gm29497
	Gm28580
MAGEB6B	Gm8914
MAGEB6	Gm8914
FOXA3	Foxa3
	Gm5080
	Gm14787
	Olfr742
	Vmn1r196
MXD3	Mxd3
	1700049L16Rik
	Gm8916
DNAJC5G	Dnajc5g
CNPY3	Cnpy3
	Rhox7-ps2
TTLL10	Ttll10
	Gm8731
ZPLD1	Zpld1
	Rhox2-ps
	Hoxb3os
	Rhox5
SUGP2	Sugp2
	Gm11536
	Rps15a-ps2
	Gm3434
PVRIG	Pvrig
	Gm46190
MDN1	Mdn1
ZNF526	Zfp526
	Pvrig-ps
AP4E1	Ap4e1
	Gm10874
	Rhox6
	Cyp3a61-ps1
	Got2-ps1
CTSA	Ctsa
MALT1	Malt1
	Gm48029
HOXB1	Hoxb1
LENG9	Leng9
	Gm45753
LENG8	Leng8
PRELID1	Prelid1
	Gm13446
KLKB1	Klkb1
ZNF717	Zfp157
	Gm15157
	Gm38383
	Ighv3-4
RANGAP1	Rangap1
	Gm21728
ELP3	Elp3
	Gm28126
	Gm47060
	Ighv3-5
SNX13	Snx13
CHRAC1	Chrac1
	Gm28125
	Gm15998
EFNA3	Efna3
PRDM4	Prdm4
	A930015P04Rik
	Gm16237
	Gm28238
RAB24	Rab24
	Gm28433
SOX8	Sox8
VILL	Vill
HIBADH	Hibadh
	Gm14912
	Gm14915
	Gm14909
	Gm14910
AGO2	Ago2
LTF	Ltf
	Gm11531
	Gm11529
	Gm14785
	Gm5564
	Vmn2r-ps24
CYP4V2	Cyp4v3
	2810405F15Rik
	Gm34440
	2700033N17Rik
	1700123K08Rik
GJA5	Gja5
	Gm44445
SLC25A13	Slc25a13
	Gm44434
	Gm28431
ZNHIT6	Znhit6
	G630016G05Rik
	Gm28432
	Gm40576
	4930573H18Rik
	Gm39231
AMY1A	Amy2a3
AMY2A	Amy2a3
AMY2B	Amy2a3
AMY1B	Amy2a3
AMY1C	Amy2a3
	4930425K24Rik
	Gm16136
GPR89A	Gpr89
GPR89B	Gpr89
	Gm45246
	Gm29499
	Gm27200
	Gm16137
PVALB	Pvalb
	Gm16138
GRHL2	Grhl2
DAPK3	Dapk3
	Gm12840
SPIN2B	Gm21719
SPIN2A	Gm21719
	Gm20886
	Gm8089
PPP1R14A	Ppp1r14a
	Gm15191
	Gm21808
BEX1	Bex1
BEX2	Bex1
SKAP1	Skap1
	Gm12845
	4933428P19Rik
CSRP3	Csrp3
	Gm11518
NCKIPSD	Nckipsd
DDX60	Ddx60
SPAG9	Spag9
FXYD6	Fxyd6
	Gm15082
	Gm44167
	Gm9098
TCEAL7	Tceal7
	1700003P14Rik
CEP19	Cep19
	Gm28921
	Gm28920
	Gm28444
RAB19	Rab19
	Gm12844
MTIF2	Mtif2
	Olfr824
	Gm28840
TGFBR1	Tgfbr1
	Gm28443
	Gm9560
	Gm20830
	Gm28442
	Gm6788
KTI12	Kti12
PHF20L1	Phf20l1
	Gm13648
	4930442L01Rik
	Gm18991
	Gm48794
TXNDC12	Txndc12
	Gm29570
	9230114J08Rik
MMP14	Mmp14
GHSR	Ghsr
GJA8	Gja8
	Gm18551
TOMM40	Tomm40
	Gm21825
	Ighv13-1
	Gm40723
KLF17	Klf17
CDC20	Cdc20
NOL4	Nol4
PDZK1	Pdzk1
WASHC2C	Washc2
WASHC2A	Washc2
HSD17B10	Hsd17b10
	Rps19-ps9
	Gm28445
	Gm20788
	Gm28999
	Gm21244
LRRC74A	Lrrc74a
	Gm44168
	Gm48313
	4933412L11Rik
	Gm5577
MKRN1	Mkrn1
MRPL4	Mrpl4
FAM186B	Fam186b
	Gm7335
H1FX	H1fx
LCN6	Lcn6
AL355987.1	Lcn6
ELOVL1	Elovl1
	Gm21321
	Gm38151
RAB7A	Rab7
ATP6V1G1	Atp6v1g1
	Gm46209
ULBP1	Ulbp1
RAET1L	Ulbp1
RAET1G	Ulbp1
ULBP3	Ulbp1
ULBP2	Ulbp1
SERPINB9	Serpinb9c
CDK8	Cdk8
PDE11A	Pde11a
PDE11A	Pde11a
CALHM2	Calhm2
	2010001A14Rik
	AL591207.1
	AI463170
SPC25	Spc25
PLEKHG3	Plekhg3
	Gm12121
NECTIN2	Nectin2
DIO3	Dio3
FOXI1	Foxi1
	Gm44223
	Olfr120
	Gm19557
RBBP6	Rbbp6
STN1	Stn1
NUGGC	Nuggc
	Olfr121
	Gm45437
	A030001D20Rik
RASIP1	Rasip1
	Gm33142
TAX1BP1	Tax1bp1
	4930403D09Rik
KIAA0513	6430548M08Rik
	Gm48137
DOCK2	Dock2
	Gm10933
NACAD	Nacad
SAP30L	Sap30l
MGAT4A	Mgat4a
	Gm34609
	Vmn1r-ps100
CA13	Car13
	Gm35177
	Gm48277
	Gm10244
	Ywhaq-ps2
	Gm13821
FSD2	Fsd2
MPDZ	Mpdz
TUBGCP2	Tubgcp2
TBC1D32	Tbc1d32
	4930519G04Rik
PI4KB	Pi4kb
ZNF740	Zfp740
	Gm13229
ATG4A	Atg4a-ps
	Ear-ps7
CORT	Cort
	AC167013.5
	Gm43066
IZUMO1	Izumo1
SYT6	Syt6
	4930413G21Rik
	Gm20274
ZC3H7B	Zc3h7b
	AC162932.1
OR10J3	Olfr1404
PTRHD1	Ptrhd1
	Gm26670
LCN10	Lcn10
	Gm48781
RD3	Rd3
	Gm48782
	Vmn1r71
	Gm18275
	Gm5176
	Gm17816
	Zfp990
	Gm7089
	Gm48785
ADCY3	Adcy3
	2810468N07Rik
	Gm47186
	Gm7959
PHLDA1	Phlda1
	Gm43967
	Gm5130
	Gm43966
FOXR1	Foxr1
HPCAL1	Hpcal1
AMY1A	Amy2a2
AMY2A	Amy2a2
AMY2B	Amy2a2
AMY1B	Amy2a2
AMY1C	Amy2a2
RHBDL1	Rhbdl1
	Olfr122
	Gm17997
	Ighv3-6
	Ear-ps10
	Gm21317
ANG	Ang6
AHCYL1	Ahcyl1
OBP2B	Obp2a
OBP2A	Obp2a
	Gm28592
	Gm8194
	Gm14634
SPTB	Sptb
FCER1A	Fcer1a
	Gm8582
CD160	Cd160
	Clec2g
	Gm14524
	AC154636.1
	Gm45698
	AA414768
WHAMM	Whamm
IGHV7-4-1	Ighv9-4
IGHV7-81	Ighv9-4
	Gm9742
	Gm10705
	Gm20512
MPV17L	Mpv17l
AC140504.1	Mpv17l
	Gm36981
	Fcrls
	Gm5191
	Gm48257
SAT1	Sat1
	9930024M15Rik
SESN1	Sesn1
FGF8	Fgf8
	Gm21978
	Gm18268
	Gm13228
	Gm3287
	Gm15739
	Sox6os
BLVRA	Blvra
TEX22	Tex22
	Gm45025
	Gm29794
SOX6	Sox6
MSL3	Msl3l2
	Gm13823
DACT1	Dact1
	Cyct
	Gm9568
LXN	Lxn
	Gm13226
	Olfr418
C12orf45	D10Wsu102e
	Gm13222
	Gm47132
	3300002A11Rik
	Mptx2
RHOT2	Rhot2
	Gm8778
	Gm15987
	Gm13212
	Gm13413
ALDH1L2	Aldh1l2
	Gm8584
	Gm20682
	Rpl7a-ps10
SPATA18	Spata18
	Gm47138
	Gm19898
ARID2	Arid2
TTF1	Ttf1
FOXN3	Foxn3
MORN3	Morn3
LMF1	Lmf1
	Gm48514
OR9K2	Olfr825
TCEAL9	Tceal9
CADM3	Cadm3
	Gm9899
	Gm7593
	4930594C11Rik
	Gm43213
	Gm15950
	Gm48315
KCNK3	Kcnk3
	Gm14534
	Gm29498
FNDC3B	Fndc3b
PCDH18	Pcdh18
	Gm28997
	CT030170.2
	CT030170.1
	4930474H06Rik
	AC154636.2
	Gm48319
	Gm7192
	Rps15
	Gm48318
	Gm47330
	Gm29817
	Gm48317
	Gm18361
	Gm36782
	CT030170.3
	Gm10732
	B430203G13Rik
OR9K2	Olfr826
	CT030170.4
ANXA10	Anxa10
	AC164433.1
GFM1	Gfm1
ZNF511	Zfp511
ZNF511-PRAP1	Zfp511
	AL589670.4
	5730405O15Rik
FGF10	Fgf10
	Gm44187
	Gm48189
	AC164433.2
	Gm36991
	Gm8688
	Gm48287
	Gm15681
KCNMB3	Kcnmb3
LRP10	Lrp10
CDH8	Cdh8
	Gm32305
	Gm32351
	Ighv3-7
	Gm43400
	Gm29468
	Gm48316
	Gm19967
	Gm45438
	Ighv5-21
	Gm46389
	Zscan4a
	Gm29469
	Ighv3-8
RABEP1	Rabep1
	Gm28998
	Gm16263
DUS1L	Dus1l
	Olfr743
	Gm16276
	Gm13378
MPND	Mpnd
SMG7	Smg7
	Gm28398
	Gm26942
	Olfr827
	AC133958.1
	Gm26577
BLOC1S4	Bloc1s4
MYB	Myb
BEX3	Bex3
FEM1A	4931440F15Rik
	Gm43412
	Gm43701
	Gm6444
HAND1	Hand1
	Gm48582
	Olfr744
	Gm13379
	Gm13327
DGKG	Dgkg
GPR158	Gpr158
DAPK1	Dapk1
PLIN5	Plin5
	AC169036.1
	Mrfap1
	Gm43413
	A730011C13Rik
RHOF	Rhof
	Gm47139
ZNF687	Zfp687
	Rhox7a
TGIF2LX	Tgif2lx2
TGIF2LY	Tgif2lx2
SCARA5	Scara5
HCN2	Hcn2
OR11H6	Olfr745
WASF3	Wasf3
	Gm43664
	5033403H07Rik
	Gm15729
	Gm48284
	Gm35371
	Gm13645
	Rhox8
CHD5	Chd5
SERPINB11	Serpinb11
EFNB3	Efnb3
GSK3A	Gsk3a
	Gm5371
	Gm48098
LEAP2	Leap2
	Gm48099
	Gm30301
	Gm29241
AIM2	Aim2
DPEP1	Dpep1
	Rhox7b
FBXO41	Fbxo41
TMEM120B	Tmem120b
ANKRD12	Ankrd12
	Gm37550
IL17D	Il17d
NAGLU	Naglu
TGIF2LX	Tgif2lx1
TGIF2LY	Tgif2lx1
UQCRQ	Uqcrq
	Gm12736
	8030443G20Rik
	Gm1401
	Gm18905
	Gm7485
RAB3B	Rab3b
	Gm16159
	Gm12842
	Gm28841
	Gm18307
	Gm28842
	Gm7238
SLC35F6	Slc35f6
	Gm15265
CLEC11A	Clec11a
	Gm44103
ACKR1	Ackr1
	Gm13416
AMY1A	Amy2a1
AMY2A	Amy2a1
AMY2B	Amy2a1
AMY1B	Amy2a1
AMY1C	Amy2a1
	Gm43593
	Ube2d2b
FGFR1	Fgfr1
	Gm15391
	Gm43592
EVI5	Evi5
	A630023A22Rik
FLNC	Flnc
	Gm6408
	Gm43344
NAIF1	Naif1
	Gm14926
ANXA8	Anxa8
ANXA8L1	Anxa8
	Gm14929
TRAM1	Tram1
	Gm6370
	Gm48344
	4922502D21Rik
PABPC5	Pabpc5
SLC25A25	Slc25a25
ANKRD11	Ankrd11
	Gm32849
	9130015G15Rik
	4930449I24Rik
E2F8	E2f8
	Gm28397
	Gm28400
ATAT1	Atat1
	Gm28399
	Gm28395
	Gm17889
	Gm6918
LONP2	Lonp2
ZNF366	Zfp366
	Gm28394
USP9X	Usp9x
HSD17B1	Hsd17b1
	Gm34655
SCAF1	Scaf1
	Gm4510
	Gm43032
	1700021G15Rik
UPK2	Upk2
	Gm32102
	4921504A21Rik
	Gm37475
NEUROD4	Neurod4
	1700025K04Rik
	Gm47965
	Gm40797
UBQLN3	Ubqln3
	Gm47966
	4930484H19Rik
RAB2B	Rab2b
	Gm9111
	Gm3402
RHOT2	Gm20683
	Gm38092
USP10	Usp10
LAMB2	Lamb2
SH3BGRL3	Sh3bgrl3
	Gm12040
	Gm12041
	Gm45192
GPRC5A	Gprc5a
FIGLA	Figla
	Gm12244
	9130221H12Rik
	Gm3404
	Gm12245
	Gm29240
	Gm12249
	Gm6122
	A030012G06Rik
	Gm18559
	Gm33022
	Gm45282
	Gm38059
	Gm15891
	Gm44913
	Gm21915
	Gm45207
TRIM42	Trim42
UBXN11	Ubxn11
	AL591952.3
NAV2	Nav2
CYB5R3	Cyb5r3
	Gm31267
TPH2	Tph2
	Gm48096
STXBP5L	Stxbp5l
	Gm32526
	9230117E06Rik
	Gm3409
ATP5F1A	Atp5a1
	Gm15651
WDR34	Wdr34
BOC	Boc
	4933440J02Rik
	Gm35801
	Gm5630
	Gm9637
	Gm30262
SLC9A4	Slc9a4
MND1	Mnd1
	Gm3415
ANTXRL	Antxrl
	Gm48105
CENPO	Cenpo
ZNF583	Zfp583
	Gm7352
	Gm36704
NKAIN1	Nkain1
	Gm8494
	Gm47864
	Gm37189
FASN	Fasn
	Gm46193
	Gm30624
COASY	Ppat
	Cxcl15
	Gm47865
	A330008L17Rik
	AC105408.1
	Gm47866
	Gm43085
	Gm19005
	Gm18577
	Gm43086
	Gm1123
CXCL3	Cxcl1
CXCL2	Cxcl1
CXCL1	Cxcl1
	Gm15680
	Gm15679
ANKRD54	Ankrd54
HOMER2	Homer2
	Gm15759
	Gm45297
	Gm29839
	Gm37435
	Gm28396
	Gm29495
	Aox2
SERPINA1	Serpina1a
	Gm48391
	Gm3867
NT5C1B	Nt5c1b
NT5C1B-RDH14	Nt5c1b
ZNF717	Zfp68
MKNK1	Mknk1
	AC164099.1
TBC1D22A	Tbc1d22a
	Gm45267
LY6G6F	Ly6g6f
LY6G6F-LY6G6D	Ly6g6f
	Gm45266
RAB11FIP1	Rab11fip1
	Gm28393
	Gm47335
EFL1	Efl1
