GeneID	GeneSymbol	Chrom	TrAccess	PrAccess	TrID
100761916	Trafd1	NW_003613692.1	XM_003498419.3	XP_003498467.1	rna7014
100761917	LOC100761917	NW_003613696.1	XM_003498567.2	XP_003498615.1	rna7348
100761918	LOC100761918	NW_003619608.1	XM_003515774.1	XP_003515822.1	rna40738
100761919	LOC100761919	NW_003620231.1	XM_016964101.1	XP_016819590.1	rna40803
100761920	Spock3	NW_003613703.1	XM_016972510.1	XP_016827999.1	rna7809
100761921	LOC100761921	NW_003623076.1	XM_016964151.1	XP_016819640.1	rna41035
100761922	Slc23a2	NW_003613715.1	XM_003499010.3	XP_003499058.2	rna8276
100761922	Slc23a2	NW_003613715.1	XM_016973503.1	XP_016828992.1	rna8277
100761924	LOC100761924	NW_003613724.1	-	-	gene5509
100761925	LOC100761925	NW_003613728.1	-	-	gene5617
100761926	Cfap221	NW_003613737.1	XM_003499447.3	XP_003499495.1	rna9167
100761927	LOC100761927	NW_003613755.1	-	-	gene6281
100761929	Dtna	NW_003613813.1	XM_016974841.1	XP_016830330.1	rna11921
100761929	Dtna	NW_003613813.1	XM_016974838.1	XP_016830327.1	rna11919
100761929	Dtna	NW_003613813.1	XM_007641533.2	XP_007639723.1	rna11917
100761929	Dtna	NW_003613813.1	XM_016974839.1	XP_016830328.1	rna11918
100761929	Dtna	NW_003613813.1	XM_016974840.1	XP_016830329.1	rna11920
100761929	Dtna	NW_003613813.1	XM_007641534.2	XP_007639724.1	rna11922
100761929	Dtna	NW_003613813.1	XM_007641532.2	XP_007639722.1	rna11916
100761930	LOC100761930	NW_003613817.1	XM_003500872.3	XP_003500920.1	rna12050
100761931	Dyrk3	NW_003613838.1	XM_007641909.2	XP_007640099.1	rna12664
100761931	Dyrk3	NW_003613838.1	XM_007641908.2	XP_007640098.1	rna12663
100761932	Cacna1g	NW_003613846.1	XM_016975087.1	XP_016830576.1	rna12949
100761932	Cacna1g	NW_003613846.1	XM_016975083.1	XP_016830572.1	rna12948
100761932	Cacna1g	NW_003613846.1	XM_016975084.1	XP_016830573.1	rna12950
100761932	Cacna1g	NW_003613846.1	XM_016975085.1	XP_016830574.1	rna12951
100761932	Cacna1g	NW_003613846.1	XM_016975082.1	XP_016830571.1	rna12952
100761932	Cacna1g	NW_003613846.1	XM_016975088.1	XP_016830577.1	rna12946
100761932	Cacna1g	NW_003613846.1	XM_016975086.1	XP_016830575.1	rna12947
100761933	Cbln4	NW_003613850.1	XM_003501443.2	XP_003501491.1	rna13077
100761934	Lmf1	NW_003613852.1	XM_003501526.3	XP_003501574.2	rna13180
100761935	Pspn	NW_003613861.1	XM_003501767.1	XP_003501815.1	rna13728
100761936	Asna1	NW_003613865.1	XM_003501914.3	XP_003501962.1	rna13913
100761937	Ephx4	NW_003613892.1	XM_003502344.3	XP_003502392.1	rna14822
100761938	LOC100761938	NW_003613895.1	XM_007643046.1	XP_007641236.1	rna15007
100761939	LOC100761939	NW_003613899.1	-	-	gene9654
100761940	LOC100761940	NW_003613914.1	-	-	gene10021
100761941	LOC100761941	NW_003613949.1	XM_003503203.2	XP_003503251.1	rna16589
100761942	LOC100761942	NW_003614056.1	XM_007644914.2	XP_007643104.2	rna18950
100761943	Lsm12	NW_003614071.1	XM_007645037.1	XP_007643227.1	rna19172
100761944	Pgam2	NW_003614085.1	XM_003504748.3	XP_003504796.1	rna19631
100761945	LOC100761945	NW_003614101.1	XM_007645390.1	XP_007643580.1	rna19917
100761946	LOC100761946	NW_003614106.1	XR_482741.2	-	rna20050
100761947	Otud5	NW_003614122.1	XM_007645632.1	XP_007643822.1	rna20360
100761947	Otud5	NW_003614122.1	XM_007645630.2	XP_007643820.1	rna20361
100761947	Otud5	NW_003614122.1	XM_007645631.1	XP_007643821.1	rna20359
100761948	Ptprc	NW_003614128.1	XM_016977026.1	XP_016832515.1	rna20634
100761949	Btbd11	NW_003614137.1	XM_016977067.1	XP_016832556.1	rna20797
100761950	LOC100761950	NW_003614149.1	XM_003505423.1	XP_003505471.1	rna21084
100761951	LOC100761951	NW_003614196.1	XM_007646394.2	XP_007644584.1	rna22016
100761952	LOC100761952	NW_003614200.1	XM_003505959.1	XP_003506007.1	rna22087
100761953	LOC100761953	NW_003614205.1	XM_003506028.1	XP_003506076.1	rna22170
100761954	Gcm2	NW_003614251.1	XM_003506515.1	XP_003506563.1	rna23196
100761955	LOC100761955	NW_003614268.1	XM_007647176.2	XP_007645366.2	rna23464
100761956	Slc2a8	NW_003614338.1	XM_007647739.1	XP_007645929.1	rna24644
100761957	Tagap	NW_003614407.1	XM_016978202.1	XP_016833691.1	rna25491
100761958	Cdh17	NW_003614431.1	XM_003507800.3	XP_003507848.2	rna25928
100761959	Picalm	NW_003614469.1	XM_016978448.1	XP_016833937.1	rna26433
100761959	Picalm	NW_003614469.1	XM_007648639.2	XP_007646829.1	rna26434
100761959	Picalm	NW_003614469.1	XM_016978451.1	XP_016833940.1	rna26422
100761959	Picalm	NW_003614469.1	XM_007648638.2	XP_007646828.1	rna26423
100761959	Picalm	NW_003614469.1	XM_007648636.2	XP_007646826.1	rna26424
100761959	Picalm	NW_003614469.1	XM_007648637.2	XP_007646827.1	rna26425
100761959	Picalm	NW_003614469.1	XM_007648640.2	XP_007646830.1	rna26426
100761959	Picalm	NW_003614469.1	XM_007648631.2	XP_007646821.1	rna26428
100761959	Picalm	NW_003614469.1	XM_016978450.1	XP_016833939.1	rna26429
100761959	Picalm	NW_003614469.1	XM_016978449.1	XP_016833938.1	rna26430
100761959	Picalm	NW_003614469.1	XM_007648635.2	XP_007646825.1	rna26431
100761959	Picalm	NW_003614469.1	XM_007648632.2	XP_007646822.1	rna26432
100761959	Picalm	NW_003614469.1	XM_007648633.2	XP_007646823.1	rna26427
100761960	LOC100761960	NW_003614493.1	XM_003508156.1	XP_003508204.1	rna26701
100761962	Psmd7	NW_003614572.1	XM_003508691.3	XP_003508739.1	rna27740
100761963	LOC100761963	NW_003614580.1	XM_007649385.2	XP_007647575.1	rna27880
100761964	Cnot4	NW_003614604.1	XM_003508890.3	XP_003508938.1	rna28134
100761964	Cnot4	NW_003614604.1	XM_003508892.3	XP_003508940.1	rna28131
100761964	Cnot4	NW_003614604.1	XM_007649506.1	XP_007647696.1	rna28130
100761964	Cnot4	NW_003614604.1	XM_007649505.2	XP_007647695.1	rna28133
100761964	Cnot4	NW_003614604.1	XM_007649507.1	XP_007647697.1	rna28129
100761964	Cnot4	NW_003614604.1	XM_003508891.2	XP_003508939.1	rna28128
100761964	Cnot4	NW_003614604.1	XM_007649508.2	XP_007647698.1	rna28132
100761965	Serpina12	NW_003614700.1	XM_003509370.1	XP_003509418.1	rna29069
100761966	Slc29a2	NW_003614712.1	XM_007650024.2	XP_007648214.1	rna29183
100761966	Slc29a2	NW_003614712.1	XM_003509427.3	XP_003509475.1	rna29182
100761968	Ssh3	NW_003614797.1	XM_016979461.1	XP_016834950.1	rna30258
100761968	Ssh3	NW_003614797.1	XM_007650599.2	XP_007648789.1	rna30259
100761968	Ssh3	NW_003614797.1	XM_003509941.3	XP_003509989.1	rna30260
100761969	Fabp9	NW_003614824.1	XM_003510078.2	XP_003510126.1	rna30517
100761971	Il33	NW_003614848.1	XM_003510222.3	XP_003510270.1	rna30776
100761972	Rangap1	NW_003614859.1	XM_003510302.2	XP_003510350.1	rna30932
100761972	Rangap1	NW_003614859.1	XM_007650940.2	XP_007649130.1	rna30933
100761973	Cds1	NW_003614884.1	XM_007651096.2	XP_007649286.1	rna31230
100761974	Gnpnat1	NW_003614947.1	XM_003510726.3	XP_003510774.1	rna31741
100761974	Gnpnat1	NW_003614947.1	XM_007651321.2	XP_007649511.1	rna31742
100761975	LOC100761975	NW_003614967.1	XM_003510788.1	XP_003510836.1	rna31854
100761976	LOC100761976	NW_003614990.1	-	-	gene20875
100761977	Esyt2	NW_003615003.1	XM_016979959.1	XP_016835448.1	rna32274
100761978	LOC100761978	NW_003615056.1	XM_003511208.1	XP_003511256.1	rna32646
100761979	LOC100761979	NW_003615098.1	-	-	gene21468
100761980	LOC100761980	NW_003615427.1	XM_003512338.3	XP_003512386.1	rna34795
100761982	Sfmbt2	NW_003613580.1	XM_016978713.1	XP_016834202.1	rna14
100761982	Sfmbt2	NW_003613580.1	XM_007642825.2	XP_007641015.1	rna20
100761982	Sfmbt2	NW_003613580.1	XM_007643244.2	XP_007641434.1	rna16
100761982	Sfmbt2	NW_003613580.1	XM_016979063.1	XP_016834552.1	rna17
100761982	Sfmbt2	NW_003613580.1	XM_007642022.2	XP_007640212.1	rna18
100761982	Sfmbt2	NW_003613580.1	XM_007642458.2	XP_007640648.1	rna19
100761982	Sfmbt2	NW_003613580.1	XM_007641660.2	XP_007639850.1	rna15
100761983	Fam83b	NW_003613582.1	XM_003495007.1	XP_003495055.1	rna208
100761985	Oxgr1	NW_003613586.1	XM_003495227.1	XP_003495275.1	rna637
100761986	Prdm12	NW_003615743.1	XM_003513122.1	XP_003513170.1	rna36208
100761987	LOC100761987	NW_003615884.1	XM_016963111.1	XP_016818600.1	rna36635
100761989	Prss35	NW_003613597.1	XM_003495638.3	XP_003495686.2	rna1461
100761989	Prss35	NW_003613597.1	XM_016975534.1	XP_016831023.1	rna1462
100761990	Rpl38	NW_003613598.1	XM_007643457.1	XP_007641647.1	rna1562
100761991	Tmc7	NW_003616070.1	XM_003513666.2	XP_003513714.1	rna37139
100761992	Rpl23a	NW_003616155.1	XM_003513829.3	XP_003513877.1	rna37377
100761992	Rpl23a	NW_003616155.1	XM_016963278.1	XP_016818767.1	rna37378
100761993	Yap1	NW_003613612.1	XM_016977924.1	XP_016833413.1	rna2432
100761993	Yap1	NW_003613612.1	XM_016977931.1	XP_016833420.1	rna2431
100761993	Yap1	NW_003613612.1	XM_007647297.2	XP_007645487.2	rna2430
100761993	Yap1	NW_003613612.1	XM_016977933.1	XP_016833422.1	rna2433
100761994	Amigo2	NW_003616287.1	XM_003514012.1	XP_003514060.1	rna37770
100761995	Cdrt1	NW_003613619.1	XM_003496368.1	XP_003496416.1	rna2891
100761996	Pigk	NW_003613622.1	XM_016979441.1	XP_016834930.1	rna3028
100761996	Pigk	NW_003613622.1	XM_007650176.2	XP_007648366.1	rna3029
100761997	Saxo1	NW_003616368.1	XM_007654328.2	XP_007652518.1	rna37997
100761998	LOC100761998	NW_003616465.1	-	-	gene25601
100761999	LOC100761999	NW_003616689.1	-	-	gene25978
100762000	Trappc1	NW_003613643.1	XM_003497176.3	XP_003497224.1	rna4480
100762001	Ctdnep1	NW_003613643.1	XM_007608603.1	XP_007606793.1	rna4539
100762002	LOC100762002	NW_003617006.1	XM_003514825.1	XP_003514873.1	rna39171
100762004	LOC100762004	NW_003613650.1	XM_003497480.2	XP_003497528.1	rna5030
100762005	Smo	NW_003613652.1	XM_003497554.2	XP_003497602.2	rna5149
100762006	LOC100762006	NW_003617284.1	-	-	gene26754
100762007	Hpse2	NW_003613664.1	XM_007617429.2	XP_007615619.1	rna5664
100762009	Il10ra	NW_003618539.1	XM_003515574.3	XP_003515622.2	rna40420
100762009	Il10ra	NW_003618539.1	XM_007607731.1	XP_007605921.1	rna40419
100762009	Il10ra	NW_003617058.1	XM_007654910.1	XP_007653100.1	rna39244
100762010	Sdc3	NW_003613689.1	XM_003498348.1	XP_003498396.1	rna6906
100762011	LOC100762011	NW_003613693.1	XM_007628839.1	XP_007627029.1	rna7191
100762011	LOC100762011	NW_003613693.1	XM_003498500.2	XP_003498548.1	rna7190
100762015	Lgr6	NW_003613706.1	XM_007634704.2	XP_007632894.1	rna7970
100762016	Lrp11	NW_003613710.1	XM_007635857.2	XP_007634047.1	rna8136
100762017	LOC100762017	NW_003631190.1	-	-	gene28672
100762018	LOC100762018	NW_003613716.1	XM_007637447.2	XP_007635637.1	rna8362
100762019	LOC100762019	NW_003615392.1	XM_016980528.1	XP_016836017.1	rna34551
100762019	LOC100762019	NW_003613733.1	XM_003499381.2	XP_003499429.2	rna9025
100762020	Tgfbrap1	NW_003613742.1	XM_003499516.3	XP_003499564.1	rna9310
100762021	Sp2	NW_003613745.1	XM_007640325.2	XP_007638515.1	rna9443
100762021	Sp2	NW_003613745.1	XM_016974237.1	XP_016829726.1	rna9444
100762022	Pald1	NW_003613759.1	XM_007640631.1	XP_007638821.1	rna10086
100762023	LOC100762023	NW_003613767.1	-	-	gene6537
100762024	Cep57	NW_003613772.1	XM_003500078.2	XP_003500126.2	rna10448
100762026	LOC100762026	NW_003613822.1	XM_007641662.1	XP_007639852.1	rna12144
100762026	LOC100762026	NW_003613822.1	XM_003500945.2	XP_003500993.2	rna12145
100762027	LOC100762027	NW_003626848.1	XM_007608107.2	XP_007606297.1	rna41220
100762028	Fitm1	NW_003613875.1	XM_003502066.2	XP_003502114.1	rna14274
100762029	Cerkl	NW_003613879.1	XM_007642771.2	XP_007640961.1	rna14432
100762030	LOC100762030	NW_003613888.1	-	-	gene9382
100762031	Mx1	NW_003613905.1	XM_007643267.2	XP_007641457.1	rna15428
100762031	Mx1	NW_003613905.1	XM_007643268.2	XP_007641458.1	rna15430
100762031	Mx1	NW_003613905.1	XM_007643266.2	XP_007641456.1	rna15429
100762032	Kirrel3	NW_003613908.1	XM_016975732.1	XP_016831221.1	rna15532
100762033	LOC100762033	NW_003613923.1	-	-	gene10182
100762034	LOC100762034	NW_003613929.1	-	-	gene10285
100762035	LOC100762035	NW_003613938.1	XM_007643679.1	XP_007641869.1	rna16287
100762036	Rtel1	NW_003613943.1	XM_007643764.2	XP_007641954.1	rna16465
100762036	Rtel1	NW_003613943.1	XM_007643768.2	XP_007641958.1	rna16462
100762036	Rtel1	NW_003613943.1	XM_007643769.2	XP_007641959.1	rna16463
100762036	Rtel1	NW_003613943.1	XM_007643770.2	XP_007641960.1	rna16467
100762036	Rtel1	NW_003613943.1	XM_007643763.2	XP_007641953.1	rna16461
100762036	Rtel1	NW_003613943.1	XM_007643765.1	XP_007641955.1	rna16464
100762036	Rtel1	NW_003613943.1	XM_007643766.2	XP_007641956.1	rna16466
100762037	Rasgrp1	NW_003613968.1	XM_003503418.1	XP_003503466.1	rna17014
100762038	Dnajb8	NW_003613981.1	XM_003503551.1	XP_003503599.1	rna17294
100762039	LOC100762039	NW_003613984.1	-	-	gene11112
100762040	Sowahc	NW_003613999.1	XM_003503761.3	XP_003503809.1	rna17691
100762041	LOC100762041	NW_003614011.1	-	-	gene11514
100762042	Fgf14	NW_003614032.1	XM_003504098.3	XP_003504146.1	rna18350
100762042	Fgf14	NW_003614032.1	XM_016976454.1	XP_016831943.1	rna18349
100762042	Fgf14	NW_003614032.1	XM_016976453.1	XP_016831942.1	rna18347
100762042	Fgf14	NW_003614032.1	XM_007644613.2	XP_007642803.1	rna18348
100762043	Galnt7	NW_003614051.1	XM_007644862.2	XP_007643052.1	rna18843
100762043	Galnt7	NW_003614051.1	XM_007644861.2	XP_007643051.1	rna18844
100762044	Pabpc1l	NW_003614077.1	XM_016976723.1	XP_016832212.1	rna19338
100762045	Becn1	NW_003614078.1	XM_007645156.2	XP_007643346.1	rna19457
100762045	Becn1	NW_003614078.1	XM_007645155.2	XP_007643345.1	rna19454
100762045	Becn1	NW_003614078.1	XM_007645154.2	XP_007643344.1	rna19456
100762045	Becn1	NW_003614078.1	XM_003504669.3	XP_003504717.1	rna19455
100762046	Zeb1	NW_003614111.1	XM_016976931.1	XP_016832420.1	rna20175
100762046	Zeb1	NW_003614111.1	XM_003505023.3	XP_003505071.3	rna20174
100762046	Zeb1	NW_003614111.1	XM_016976930.1	XP_016832419.1	rna20173
100762047	LOC100762047	NW_003614125.1	XM_003505171.1	XP_003505219.1	rna20534
100762048	Tmem132d	NW_003614144.1	XM_007645884.1	XP_007644074.1	rna20933
100762049	LOC100762049	NW_003614171.1	XM_003505598.2	XP_003505646.1	rna21377
100762050	Syt6	NW_003614192.1	XM_007646297.2	XP_007644487.1	rna21830
100762050	Syt6	NW_003614192.1	XM_007646298.2	XP_007644488.1	rna21831
100762051	Timm22	NW_003614276.1	XM_003506720.3	XP_003506768.1	rna23680
100762052	Sipa1l1	NW_003614290.1	XM_016977744.1	XP_016833233.1	rna23795
100762052	Sipa1l1	NW_003614290.1	XM_007647321.2	XP_007645511.1	rna23793
100762052	Sipa1l1	NW_003614290.1	XM_016977743.1	XP_016833232.1	rna23796
100762052	Sipa1l1	NW_003614290.1	XM_016977742.1	XP_016833231.1	rna23797
100762052	Sipa1l1	NW_003614290.1	XM_007647320.2	XP_007645510.1	rna23794
100762053	Sphk1	NW_003614300.1	XM_007647372.1	XP_007645562.1	rna23930
100762054	LOC100762054	NW_003614305.1	XM_016977833.1	XP_016833322.1	rna24112
100762055	Stk39	NW_003614312.1	XM_016977860.1	XP_016833349.1	rna24230
100762056	Tmem178a	NW_003614321.1	XM_007647589.1	XP_007645779.1	rna24388
100762057	LOC100762057	NW_003614332.1	XM_003507113.2	XP_003507161.1	rna24532
100762059	LOC100762059	NW_003614393.1	XM_007648109.2	XP_007646299.1	rna25280
100762060	LOC100762060	NW_003614442.1	-	-	gene16879
100762061	Ascl2	NW_003614477.1	XM_016978492.1	XP_016833981.1	rna26587
100762062	Zdhhc1	NW_003614552.1	XM_007649176.2	XP_007647366.1	rna27464
100762062	Zdhhc1	NW_003614552.1	XM_007649175.2	XP_007647365.1	rna27466
100762062	Zdhhc1	NW_003614552.1	XM_016978757.1	XP_016834246.1	rna27462
100762062	Zdhhc1	NW_003614552.1	XM_007649177.2	XP_007647367.1	rna27463
100762062	Zdhhc1	NW_003614552.1	XM_016978756.1	XP_016834245.1	rna27465
100762063	LOC100762063	NW_003614566.1	-	-	gene17878
100762064	LOC100762064	NW_003614594.1	XM_003508829.1	XP_003508877.1	rna27999
100762065	Cldn2	NW_003614629.1	XM_003509030.2	XP_003509078.1	rna28427
100762066	LOC100762066	NW_003614661.1	-	-	gene18612
100762067	A2ml1	NW_003614669.1	XM_003509229.1	XP_003509277.1	rna28763
100762068	Selm	NW_003614682.1	NM_001256844.1	NP_001243773.1	rna28913
100762069	LOC100762069	NW_003614746.1	XM_003509646.1	XP_003509694.1	rna29609
100762070	LOC100762070	NW_003614913.1	-	-	gene20434
100762071	Paqr7	NW_003614928.1	XM_016979785.1	XP_016835274.1	rna31619
100762071	Paqr7	NW_003614928.1	XM_016979786.1	XP_016835275.1	rna31617
100762071	Paqr7	NW_003614928.1	XM_007651271.2	XP_007649461.1	rna31616
100762071	Paqr7	NW_003614928.1	XM_007651270.2	XP_007649460.1	rna31615
100762071	Paqr7	NW_003614928.1	XM_007651269.2	XP_007649459.1	rna31618
100762072	Dsg4	NW_003615020.1	XM_007651624.1	XP_007649814.1	rna32376
100762073	Mrpl53	NW_003615037.1	XM_003511134.3	XP_003511182.1	rna32518
100762074	Krt9	NW_003615080.1	XM_007651864.1	XP_007650054.1	rna32861
100762075	Ptdss1	NW_003615161.1	XM_016980236.1	XP_016835725.1	rna33359
100762076	LOC100762076	NW_003615186.1	-	-	gene21849
100762078	LOC100762078	NW_003615270.1	XM_003511911.2	XP_003511959.1	rna34001
100762079	Bace1	NW_003615296.1	XM_003511973.3	XP_003512021.1	rna34122
100762081	LOC100762081	NW_003615399.1	XM_003512228.3	XP_003512276.3	rna34603
100762082	Fam3a	NW_003615411.1	XM_003512287.3	XP_003512335.1	rna34711
100762083	LOC100762083	NW_003615467.1	XM_003512468.3	XP_003512516.1	rna35045
100762084	LOC100762084	NW_003615537.1	XM_016980740.1	XP_016836229.1	rna35361
100762084	LOC100762084	NW_003615537.1	XM_003512664.1	XP_003512712.1	rna35362
100762085	Opa3	NW_003615592.1	XM_007653217.2	XP_007651407.2	rna35611
100762086	Kiaa1551	NW_003615627.1	XM_016980819.1	XP_016836308.1	rna35738
100762087	Sipa1	NW_003615656.1	XM_007653320.2	XP_007651510.1	rna35881
100762087	Sipa1	NW_003615656.1	XM_003512927.3	XP_003512975.1	rna35882
100762088	Cdk10	NW_003613583.1	XM_003495077.3	XP_003495125.1	rna332
100762088	Cdk10	NW_003613583.1	XM_016980581.1	XP_016836070.1	rna333
100762088	Cdk10	NW_003613583.1	XM_007651527.1	XP_007649717.1	rna334
100762089	Aldh1l1	NW_003613584.1	XM_007611441.2	XP_007609631.1	rna499
100762089	Aldh1l1	NW_003613584.1	XM_007611505.2	XP_007609695.1	rna500
100762090	LOC100762090	NW_003615714.1	XM_016980875.1	XP_016836364.1	rna36109
100762092	LOC100762092	NW_003615853.1	XM_007653614.1	XP_007651804.1	rna36535
100762094	Tmem38b	NW_003613603.1	XM_007644679.2	XP_007642869.1	rna1858
100762095	LOC100762095	NW_003616095.1	XM_007653958.1	XP_007652148.1	rna37224
100762096	Kif13a	NW_003613609.1	XM_016977245.1	XP_016832734.1	rna2168
100762098	Ttyh3	NW_003613618.1	XM_003496295.2	XP_003496343.1	rna2786
100762099	Traf2	NW_003616323.1	XM_016963390.1	XP_016818879.1	rna37878
100762099	Traf2	NW_003616323.1	XM_003514068.3	XP_003514116.1	rna37877
100762099	Traf2	NW_003616323.1	XM_016963389.1	XP_016818878.1	rna37876
100762100	LOC100762100	NW_003613628.1	-	-	gene2151
100762101	LOC100762101	NW_003616514.1	-	-	gene25702
100762102	Comtd1	NW_003613632.1	XM_003496735.3	XP_003496783.1	rna3577
100762104	LOC100762104	NW_003616622.1	XM_007654579.1	XP_007652769.1	rna38535
100762106	LOC100762106	NW_003616807.1	XM_007654715.2	XP_007652905.1	rna38851
100762107	LOC100762107	NW_003613660.1	-	-	gene3559
100762108	LOC100762108	NW_003617553.1	XM_003515214.2	XP_003515262.1	rna39842
100762108	LOC100762108	NW_003620166.1	XM_003515808.2	XP_003515856.2	rna40794
100762109	Neil1	NW_003613669.1	XM_007619712.2	XP_007617902.1	rna5979
100762109	Neil1	NW_003613669.1	XM_007619703.2	XP_007617893.1	rna5978
100762109	Neil1	NW_003613669.1	XM_016968302.1	XP_016823791.1	rna5980
100762109	Neil1	NW_003613669.1	XM_007619725.2	XP_007617915.1	rna5975
100762109	Neil1	NW_003613669.1	XM_003497923.3	XP_003497971.1	rna5976
100762109	Neil1	NW_003613669.1	XM_007619731.2	XP_007617921.1	rna5977
100762110	Fgfbp1	NW_003617915.1	XM_003515381.3	XP_003515429.1	rna40108
100762111	Rpap1	NW_003613677.1	XM_016969105.1	XP_016824594.1	rna6328
100762111	Rpap1	NW_003613677.1	XM_003498061.3	XP_003498109.1	rna6327
100762112	Pitx1	NW_003613681.1	XM_003498122.1	XP_003498170.1	rna6424
100762113	Klf3	NW_003618222.1	XM_003515488.3	XP_003515536.1	rna40285
100762114	LOC100762114	NW_003618748.1	XM_003515628.2	XP_003515676.1	rna40496
100762115	LOC100762115	NW_003618967.1	XM_007607803.2	XP_007605993.1	rna40588
100762115	LOC100762115	NW_003618967.1	XM_016964033.1	XP_016819522.1	rna40589
100762116	Prpf3	NW_003613699.1	XM_016971880.1	XP_016827369.1	rna7528
100762116	Prpf3	NW_003613699.1	XM_016971881.1	XP_016827370.1	rna7529
100762116	Prpf3	NW_003613699.1	XM_003498641.3	XP_003498689.1	rna7526
100762116	Prpf3	NW_003613699.1	XM_016971879.1	XP_016827368.1	rna7527
100762117	Il5ra	NW_003613701.1	XM_003498721.3	XP_003498769.1	rna7661
100762118	Yeats4	NW_003625951.1	XM_003516016.2	XP_003516064.2	rna41173
100762119	Prkd1	NW_003613718.1	XM_016974047.1	XP_016829536.1	rna8601
100762119	Prkd1	NW_003613718.1	XM_007638970.2	XP_007637160.1	rna8602
100762120	LOC100762120	NW_003655919.1	-	-	gene28886
100762121	Cipc	NW_003613749.1	XM_007640404.2	XP_007638594.1	rna9641
100762121	Cipc	NW_003613749.1	XM_003499667.3	XP_003499715.1	rna9640
100762121	Cipc	NW_003613749.1	XM_016974281.1	XP_016829770.1	rna9639
100762121	Cipc	NW_003613749.1	XM_007640402.2	XP_007638592.1	rna9642
100762122	Mrpl4	NW_003613752.1	XM_003499744.3	XP_003499792.1	rna9816
100762123	Rad21l1	NW_003613762.1	XM_003499948.2	XP_003499996.1	rna10204
100762123	Rad21l1	NW_003613762.1	XM_016974437.1	XP_016829926.1	rna10205
100762124	Copa	NW_003613783.1	XM_003500279.3	XP_003500327.1	rna10754
100762125	Gjb2	NW_003613790.1	XM_003500429.2	XP_003500477.1	rna11123
100762126	Ebpl	NW_003613797.1	XM_003500499.3	XP_003500547.1	rna11263
100762127	Pfkl	NW_003613799.1	XM_016974718.1	XP_016830207.1	rna11459
100762128	Rufy2	NW_003613826.1	XM_007641723.2	XP_007639913.1	rna12251
100762129	Ndufb4	NW_003613831.1	XM_003501085.2	XP_003501133.1	rna12388
100762130	Fastk	NW_003613842.1	XM_003501296.2	XP_003501344.1	rna12805
100762130	Fastk	NW_003613842.1	XM_007641971.1	XP_007640161.1	rna12806
100762131	Hoxa4	NW_003613870.1	XM_007642610.1	XP_007640800.1	rna14098
100762132	Hfe	NW_003613881.1	XM_007642819.1	XP_007641009.1	rna14536
100762133	Tpgs1	NW_003613904.1	XM_003502553.3	XP_003502601.1	rna15280
100762134	Rgs8	NW_003613921.1	XM_003502854.2	XP_003502902.1	rna15867
100762135	LOC100762135	NW_003613956.1	-	-	gene10672
100762136	LOC100762136	NW_003613960.1	XM_007643937.2	XP_007642127.1	rna16869
100762137	LOC100762137	NW_003613975.1	-	-	gene10961
100762140	Atrip	NW_003614047.1	XM_003504241.3	XP_003504289.1	rna18693
100762140	Atrip	NW_003614047.1	XM_007644782.2	XP_007642972.1	rna18692
100762141	Cbs	NW_003614068.1	XM_016976662.1	XP_016832151.1	rna19122
100762141	Cbs	NW_003614068.1	XM_003504445.3	XP_003504493.1	rna19121
100762143	Dennd5b	NW_003614152.1	XM_016977140.1	XP_016832629.1	rna21151
100762144	Ccnh	NW_003614162.1	XM_003505548.3	XP_003505596.1	rna21284
100762145	LOC100762145	NW_003614176.1	XM_007646147.2	XP_007644337.1	rna21524
100762145	LOC100762145	NW_003614176.1	XM_003505668.3	XP_003505716.1	rna21525
100762146	Stk26	NW_003614212.1	XM_003506104.2	XP_003506152.1	rna22353
100762147	LOC100762147	NW_003614217.1	XM_003506173.2	XP_003506221.1	rna22519
100762148	LOC100762148	NW_003614235.1	-	-	gene14825
100762149	Fzr1	NW_003614244.1	XM_003506444.3	XP_003506492.1	rna23082
100762150	LOC100762150	NW_003614260.1	-	-	gene15107
100762152	Piwil3	NW_003614356.1	XM_016978044.1	XP_016833533.1	rna24928
100762153	Ccdc126	NW_003614383.1	XM_003507446.3	XP_003507494.1	rna25194
100762153	Ccdc126	NW_003614383.1	XM_016978137.1	XP_016833626.1	rna25193
100762154	Ccr3	NW_003614417.1	XM_003507729.2	XP_003507777.1	rna25789
100762155	Cd226	NW_003614456.1	XM_003507939.2	XP_003507987.1	rna26192
100762156	LOC100762156	NW_003614503.1	-	-	gene17345
100762157	Mettl18	NW_003614512.1	XM_003508276.3	XP_003508324.1	rna26934
100762157	Mettl18	NW_003614512.1	XM_007648902.1	XP_007647092.1	rna26933
100762158	LOC100762158	NW_003614538.1	-	-	gene17613
100762159	LOC100762159	NW_003614548.1	XM_016978725.1	XP_016834214.1	rna27336
100762159	LOC100762159	NW_003614548.1	XM_016978726.1	XP_016834215.1	rna27338
100762159	LOC100762159	NW_003614548.1	XM_016978727.1	XP_016834216.1	rna27337
100762160	Znf644	NW_003614616.1	XR_001728011.1	-	rna28291
100762160	Znf644	NW_003614616.1	XR_001728008.1	-	rna28292
100762160	Znf644	NW_003614616.1	XM_007649588.1	XP_007647778.1	rna28299
100762160	Znf644	NW_003614616.1	XM_007649584.1	XP_007647774.1	rna28300
100762160	Znf644	NW_003614616.1	XM_007649585.2	XP_007647775.1	rna28297
100762160	Znf644	NW_003614616.1	XR_001728012.1	-	rna28293
