mouseSymbol,choSymbol
Mindy4,Mindy4
Rcan3,Rcan3
Orai1,Orai1
Dab2ip,Dab2ip
Tekt5,Tekt5
Mrps30,Mrps30
Zfp276,Zfp276
Kif15,Kif15
Arhgef7,Arhgef7
Bsg,Bsg
Olfr640,Olfr640
Wfdc13,Wfdc13
4930516K23Rik,4930516K23Rik
Olfr639,Olfr639
Ubqln5,Ubqln5
Ccm2,Ccm2
Olfr642,Olfr642
Olfr641,Olfr641
Olfr734,Olfr734
Fgf13,Fgf13
Tex38,Tex38
Mark1,Mark1
Olfr644,Olfr644
Wfdc3,Wfdc3
Tmem87a,Tmem87a
Olfr646,Olfr646
Olfr645,Olfr645
Strip1,Strip1
Gjb2,Gjb2
Ccdc71,Ccdc71
Klhdc8b,Klhdc8b
Agbl2,Agbl2
Etfbkmt,Etfbkmt
Zfp90,Zfp90
E2f5,E2f5
Rbms2,Rbms2
Cyp17a1,Cyp17a1
Apoe,Apoe
Slc5a11,Slc5a11
Pak2,Pak2
Irf8,Irf8
Med22,Med22
Tmf1,Tmf1
Trim33,Trim33
Barhl1,Barhl1
Nudt13,Nudt13
Dnttip1,Dnttip1
Gjb6,Gjb6
Atp6v0a1,Atp6v0a1
Ankrd13a,Ankrd13a
Nelfe,Nelfe
Olfr735,Olfr735
Aqp1,Aqp1
Ahi1,Ahi1
Man1a,Man1a
Kcnh1,Kcnh1
Rpgrip1,Rpgrip1
Atpaf1,Atpaf1
Magix,Magix
Ghrhr,Ghrhr
Stpg1,Stpg1
Mak,Mak
Slc6a8,Slc6a8
Olfr736,Olfr736
Smad9,Smad9
Pex6,Pex6
4932414N04Rik,4932414N04Rik
Dnajc27,Dnajc27
Nipal3,Nipal3
Etv5,Etv5
Rfng,Rfng
Cdh3,Cdh3
Lcn8,Lcn8
Spsb4,Spsb4
Olfr738,Olfr738
Il27,Il27
Anapc2,Anapc2
Exoc8,Exoc8
Mtnr1a,Mtnr1a
Fbxo31,Fbxo31
Sprtn,Sprtn
Fbxo34,Fbxo34
Ube2c,Ube2c
Fgf21,Fgf21
Loxhd1,Loxhd1
Cln3,Cln3
Nfe2l2,Nfe2l2
Eef2,Eef2
Pbrm1,Pbrm1
Rnf219,Rnf219
Agps,Agps
Pradc1,Pradc1
Hhat,Hhat
Tnnc2,Tnnc2
Coro1b,Coro1b
Ctu2,Ctu2
Cryl1,Cryl1
Mtch2,Mtch2
Pik3ca,Pik3ca
Xpnpep2,Xpnpep2
Tmem88,Tmem88
Snx21,Snx21
Cct7,Cct7
Med8,Med8
Zc3h3,Zc3h3
Slc50a1,Slc50a1
G6pdx,G6pd
Acot8,Acot8
Zcchc17,Zcchc17
Srgn,Srgn
Pnn,Pnn
Cers6,Cers6
Vasn,Vasn
Nanos2,Nanos2
Coro7,Coro7
Rbp3,Rbp3
Gnmt,Gnmt
Dennd5a,Dennd5a
Cyp1a1,Cyp1a1
Thnsl1,Thnsl1
F9,F9
Fabp3,Fabp3
Ip6k2,Ip6k2
Tln2,Tln2
Gps1,Gps1
Abhd8,Abhd8
Peli1,Peli1
Ppp1r36,Ppp1r36
Rbm34,Rbm34
F11,F11
Lcn2,Lcn2
Prdm10,Prdm10
Mrpl34,Mrpl34
1810043G02Rik,1810043G02Rik
Slc7a5,Slc7a5
Zfp488,Zfp488
Cfap44,Cfap44
Slc35a3,Slc35a3
Il17c,Il17c
Megf11,Megf11
1700018B08Rik,1700018B08Rik
Dennd1b,Dennd1b
Pbx1,Pbx1
Faim,Faim
Pigx,Pigx
Tapt1,Tapt1
S1pr2,S1pr2
Supt16,Supt16
Olfr218,Olfr218
Aff4,Aff4
Ccsap,Ccsap
Gart,Gart
Trmt112,Trmt112
Hecw1,Hecw1
Slc8a3,Slc8a3
Iars2,Iars2
Zfp3,Zfp3
Nostrin,Nostrin
Kbtbd4,Kbtbd4
Acta1,Acta1
Rhbdd3,Rhbdd3
Hoxb13,Hoxb13
Tubgcp5,Tubgcp5
Scimp,Scimp
Alpk2,Alpk2
Trhr2,Trhr2
Ndufs3,Ndufs3
Phc1,Phc1
Stag3,Stag3
Ctbs,Ctbs
Prdx5,Prdx5
Cib4,Cib4
Dnaja3,Dnaja3
Tmem52,Tmem52
Pak4,Pak4
Pnpla8,Pnpla8
Spata1,Spata1
Nup133,Nup133
Atp2b2,Atp2b2
March2,March2
Cacng3,Cacng3
Cd69,Cd69
Gmfg,Gmfg
Ift88,Ift88
Esrra,Esrra
Shd,Shd
Efna1,Efna1
Zswim3,Zswim3
Spata25,Spata25
Kcnq5,Kcnq5
Slc25a42,Slc25a42
Rnf165,Rnf165
Zswim1,Zswim1
Banp,Banp
Eml6,Eml6
Cep44,Cep44
Lrfn1,Lrfn1
Kcnt2,Kcnt2
Rab3gap2,Rab3gap2
Ano8,Ano8
Neurl2,Neurl2
Pltp,Pltp
Spint2,Spint2
Mcf2,Mcf2
Nccrp1,Nccrp1
Lrrc66,Lrrc66
Samd4b,Samd4b
Tsnax,Tsnax
Sertm1,Sertm1
Ddx47,Ddx47
Gm5460,Gm5460
Prkcz,Prkcz
Slc25a36,Slc25a36
Gpkow,Gpkow
Dnajc28,Dnajc28
Cacna2d2,Cacna2d2
Rtn4,Rtn4
Kirrel,Kirrel
Sgcb,Sgcb
Slc30a3,Slc30a3
Saxo2,Saxo2
Cdc16,Cdc16
Musk,Musk
Trmt1,Trmt1
Hoxb8,Hoxb8
Snrnp40,Snrnp40
2810474O19Rik,2810474O19Rik
Zdbf2,Zdbf2
Hoxb7,Hoxb7
Tekt4,Tekt4
Ccna1,Ccna1
Hoxb6,Hoxb6
Hoxb5,Hoxb5
Armc6,Armc6
Mob3c,Mob3c
Disc1,Disc1
Wdr90,Wdr90
Hoxb4,Hoxb4
Cdh1,Cdh1
Fut1,Fut1
Pde9a,Pde9a
Hoxb2,Hoxb2
Kif1bp,Kif1bp
Tmem123,Tmem123
Hoxb3,Hoxb3
Ahdc1,Ahdc1
Foxa3,Foxa3
Mxd3,Mxd3
Dnajc5g,Dnajc5g
Cnpy3,Cnpy3
Ttll10,Ttll10
Zpld1,Zpld1
Sugp2,Sugp2
Pvrig,Pvrig
Mdn1,Mdn1
Ap4e1,Ap4e1
Ctsa,Ctsa
Malt1,Malt1
Hoxb1,Hoxb1
Leng8,Leng8
Klkb1,Klkb1
Rangap1,Rangap1
Elp3,Elp3
Snx13,Snx13
Efna3,Efna3
Rab24,Rab24
Sox8,Sox8
Vill,Vill
Ltf,Ltf
Gja5,Gja5
Slc25a13,Slc25a13
Pvalb,Pvalb
Grhl2,Grhl2
Dapk3,Dapk3
Skap1,Skap1
Csrp3,Csrp3
Nckipsd,Nckipsd
Ddx60,Ddx60
Spag9,Spag9
Fxyd6,Fxyd6
Tceal7,Tceal7
Cep19,Cep19
Rab19,Rab19
Mtif2,Mtif2
Tgfbr1,Tgfbr1
Txndc12,Txndc12
Mmp14,Mmp14
Ghsr,Ghsr
Gja8,Gja8
Cdc20,Cdc20
Pdzk1,Pdzk1
Washc2,Washc2
Hsd17b10,Hsd17b10
Mkrn1,Mkrn1
Mrpl4,Mrpl4
Fam186b,Fam186b
Lcn6,Lcn6
Elovl1,Elovl1
Rab7,Rab7
Atp6v1g1,Atp6v1g1
Cdk8,Cdk8
Pde11a,Pde11a
Calhm2,Calhm2
Spc25,Spc25
Plekhg3,Plekhg3
Nectin2,Nectin2
Foxi1,Foxi1
Rbbp6,Rbbp6
Stn1,Stn1
Nuggc,Nuggc
Tax1bp1,Tax1bp1
6430548M08Rik,6430548M08Rik
Sap30l,Sap30l
Mgat4a,Mgat4a
Car13,Car13
Fsd2,Fsd2
Tubgcp2,Tubgcp2
Tbc1d32,Tbc1d32
4930519G04Rik,4930519G04Rik
Pi4kb,Pi4kb
Zfp740,Zfp740
Cort,Cort
Syt6,Syt6
Zc3h7b,Zc3h7b
Olfr1404,Olfr1404
Ptrhd1,Ptrhd1
Lcn10,Lcn10
Rd3,Rd3
Adcy3,Adcy3
Hpcal1,Hpcal1
Rhbdl1,Rhbdl1
Ahcyl1,Ahcyl1
Sptb,Sptb
Fcer1a,Fcer1a
Cd160,Cd160
Whamm,Whamm
Mpv17l,Mpv17l
Fcrls,Fcrls
Sat1,Sat1
Sesn1,Sesn1
Fgf8,Fgf8
Blvra,Blvra
Msl3l2,Msl3l2
Dact1,Dact1
Cyct,Cyct
Olfr418,Olfr418
D10Wsu102e,D10Wsu102e
Aldh1l2,Aldh1l2
Arid2,Arid2
Foxn3,Foxn3
Morn3,Morn3
Lmf1,Lmf1
Cadm3,Cadm3
Kcnk3,Kcnk3
Fndc3b,Fndc3b
Pcdh18,Pcdh18
Anxa10,Anxa10
Zfp511,Zfp511
Fgf10,Fgf10
Kcnmb3,Kcnmb3
Lrp10,Lrp10
Cdh8,Cdh8
Rabep1,Rabep1
Dus1l,Dus1l
Mpnd,Mpnd
Smg7,Smg7
Bloc1s4,Bloc1s4
Myb,Myb
Bex3,Bex3
Hand1,Hand1
Gpr158,Gpr158
Dapk1,Dapk1
Mrfap1,Mrfap1
Rhof,Rhof
Zfp687,Zfp687
Hcn2,Hcn2
Olfr745,Olfr745
Wasf3,Wasf3
Serpinb11,Serpinb11
Efnb3,Efnb3
Gsk3a,Gsk3a
Leap2,Leap2
Aim2,Aim2
Dpep1,Dpep1
Fbxo41,Fbxo41
Tmem120b,Tmem120b
Ankrd12,Ankrd12
Naglu,Naglu
Rab3b,Rab3b
Slc35f6,Slc35f6
Clec11a,Clec11a
Ackr1,Ackr1
Ube2d2b,Ube2d2b
Fgfr1,Fgfr1
Evi5,Evi5
Flnc,Flnc
Naif1,Naif1
Anxa8,Anxa8
Tram1,Tram1
4922502D21Rik,4922502D21Rik
Slc25a25,Slc25a25
Ankrd11,Ankrd11
E2f8,E2f8
Atat1,Atat1
Lonp2,Lonp2
Zfp366,Zfp366
Usp9x,Usp9x
Hsd17b1,Hsd17b1
Scaf1,Scaf1
Upk2,Upk2
Ubqln3,Ubqln3
Usp10,Usp10
Lamb2,Lamb2
Sh3bgrl3,Sh3bgrl3
Gprc5a,Gprc5a
Trim42,Trim42
Ubxn11,Ubxn11
Nav2,Nav2
Cyb5r3,Cyb5r3
Tph2,Tph2
Stxbp5l,Stxbp5l
Atp5a1,Atp5a1
Wdr34,Wdr34
Boc,Boc
Slc9a4,Slc9a4
Antxrl,Antxrl
Zfp583,Zfp583
Fasn,Fasn
Ppat,Ppat
Gm1123,Gm1123
Cxcl1,Cxcl1
Ankrd54,Ankrd54
Homer2,Homer2
Aox2,Aox2
Mknk1,Mknk1
Tbc1d22a,Tbc1d22a
Ly6g6f,Ly6g6f
Tespa1,Tespa1
2310011J03Rik,2310011J03Rik
Celf1,Celf1
Gpr12,Gpr12
Apc2,Apc2
Ncaph,Ncaph
Slc34a2,Slc34a2
Birc2,Birc2
Larp1,Larp1
Cenps,Cenps
Cxcl2,Cxcl2
Tmem268,Tmem268
Wrap53,Wrap53
Prom1,Prom1
Aox4,Aox4
Ptprcap,Ptprcap
Upf3a,Upf3a
Tox4,Tox4
Rps6kb2,Rps6kb2
Pbk,Pbk
Snx11,Snx11
Plpp6,Plpp6
Gprc5d,Gprc5d
4430402I18Rik,4430402I18Rik
G6pc2,G6pc2
Pard6a,Pard6a
Rspo2,Rspo2
Crispld2,Crispld2
Ecd,Ecd
Gm12248,Gm12248
Atg14,Atg14
Rem2,Rem2
Msx3,Msx3
Mrpl32,Mrpl32
Mettl3,Mettl3
Eef1akmt1,Eef1akmt1
Dennd2a,Dennd2a
Clstn2,Clstn2
Ptcd2,Ptcd2
Cnot8,Cnot8
Epgn,Epgn
Gdf9,Gdf9
9430015G10Rik,9430015G10Rik
Arfip2,Arfip2
Tbc1d15,Tbc1d15
Bmyc,Bmyc
Atp23,Atp23
Ereg,Ereg
Pygo1,Pygo1
Esco2,Esco2
Gcm2,Gcm2
Ribc1,Ribc1
Fbxo8,Fbxo8
Tbrg4,Tbrg4
Abcb11,Abcb11
Nmt2,Nmt2
Caly,Caly
Tfpi,Tfpi
Sipa1l2,Sipa1l2
Ppp1r7,Ppp1r7
Enkd1,Enkd1
Irf2bpl,Irf2bpl
Dap,Dap
4933405L10Rik,4933405L10Rik
Rpl21,Rpl21
Npm3,Npm3
Dstyk,Dstyk
Olfm5,Olfm5
Nup88,Nup88
Mrps18b,Mrps18b
Slc1a1,Slc1a1
Iars,Iars
Fam234b,Fam234b
Tnfaip8l1,Tnfaip8l1
A4galt,A4galt
Cldn17,Cldn17
Clec12a,Clec12a
Pum1,Pum1
Jazf1,Jazf1
Msmb,Msmb
Nfe2l1,Nfe2l1
Pask,Pask
Cipc,Cipc
Gemin5,Gemin5
Nubp1,Nubp1
Prr36,Prr36
Nin,Nin
Bicd1,Bicd1
Atrx,Atrx
Pcif1,Pcif1
Gng13,Gng13
Evi5l,Evi5l
Gsg1,Gsg1
Sash3,Sash3
Rpl34,Rpl34
Cldn8,Cldn8
Mlx,Mlx
Chtf18,Chtf18
Dnhd1,Dnhd1
Abcb1b,Abcb1b
Des,Des
2310061I04Rik,2310061I04Rik
Tvp23a,Tvp23a
Gm5615,Gm5615
Abhd16a,Abhd16a
Cpne2,Cpne2
Spg20,Spg20
Znhit2,Znhit2
Gm5294,Gm5294
Copz2,Copz2
Zfp335,Zfp335
Slco3a1,Slco3a1
Mydgf,Mydgf
Smco4,Smco4
Tmem210,Tmem210
Rnft2,Rnft2
Dock7,Dock7
Clec12b,Clec12b
Acadm,Acadm
Olfr1326-ps1,Olfr1326-ps1
Aig1,Aig1
Gsdmd,Gsdmd
Rnpc3,Rnpc3
Hebp1,Hebp1
Scarb1,Scarb1
Pdgfa,Pdgfa
Ufc1,Ufc1
Olfr125,Olfr125
Psma2,Psma2
Obp2b,Obp2b
Rpp38,Rpp38
Cyr61,Cyr61
Dpp9,Dpp9
N4bp1,N4bp1
Tmem41b,Tmem41b
Eif3e,Eif3e
Lcn3,Lcn3
Gm3854,Gm3854
Atp6v0d2,Atp6v0d2
Tbca,Tbca
Ccdc25,Ccdc25
Add1,Add1
Mrps27,Mrps27
Celsr3,Celsr3
Ccdc57,Ccdc57
Spcs1,Spcs1
AW209491,AW209491
Ppy,Ppy
Nrd1,Nrd1
Tmem262,Tmem262
Zfp523,Zfp523
Ticam1,Ticam1
Dnali1,Dnali1
Prap1,Prap1
Trpv1,Trpv1
Spdl1,Spdl1
Clec1b,Clec1b
Fuom,Fuom
Gnl3,Gnl3
Gnl2,Gnl2
Slc16a3,Slc16a3
Scaf11,Scaf11
Rbm45,Rbm45
Pds5b,Pds5b
Tango6,Tango6
Rnf223,Rnf223
Acbd7,Acbd7
Clec9a,Clec9a
Tgm4,Tgm4
Xpo4,Xpo4
Pnpla2,Pnpla2
Cdk5rap3,Cdk5rap3
Oasl2,Oasl2
Psmc3ip,Psmc3ip
Car1,Car1
Hdac11,Hdac11
Atad5,Atad5
Csnk1d,Csnk1d
Mtrr,Mtrr
Npr2,Npr2
Otp,Otp
Oasl1,Oasl1
Wasf2,Wasf2
Lrrc26,Lrrc26
Tmem42,Tmem42
Mogat1,Mogat1
Rasl11a,Rasl11a
Birc3,Birc3
Fam69a,Fam69a
Myo5c,Myo5c
Grin1,Grin1
Scara3,Scara3
Rapsn,Rapsn
Smim4,Smim4
Zdhhc3,Zdhhc3
Snrnp200,Snrnp200
Olah,Olah
Glt8d1,Glt8d1
Tecrl,Tecrl
Pex16,Pex16
Osbpl6,Osbpl6
Trim54,Trim54
4930558C23Rik,4930558C23Rik
Zfpl1,Zfpl1
Edc3,Edc3
Fam102a,Fam102a
Emc2,Emc2
Setd1b,Setd1b
Arfgap3,Arfgap3
Ccpg1,Ccpg1
Dusp7,Dusp7
Adcyap1r1,Adcyap1r1
2410131K14Rik,2410131K14Rik
Wdr41,Wdr41
Clk3,Clk3
Spry2,Spry2
Large2,Large2
Car3,Car3
Map1b,Map1b
Atp1b2,Atp1b2
Trpv3,Trpv3
Ndufv2,Ndufv2
Pip5kl1,Pip5kl1
Dtna,Dtna
Sertad4,Sertad4
Hpd,Hpd
Pnpo,Pnpo
Aldh18a1,Aldh18a1
Osbpl9,Osbpl9
Igtp,Igtp
Dhrs9,Dhrs9
Atcay,Atcay
2210016L21Rik,2210016L21Rik
Larp4,Larp4
Mmp9,Mmp9
Syt3,Syt3
Irgm2,Irgm2
Prr15l,Prr15l
Dpm2,Dpm2
Gtf3a,Gtf3a
Clu,Clu
Sp2,Sp2
Sel1l3,Sel1l3
Hnf1a,Hnf1a
Scfd2,Scfd2
Psmd9,Psmd9
Acad11,Acad11
Lpar1,Lpar1
Gnat1,Gnat1
Nmrk2,Nmrk2
Ccpg1os,Ccpg1os
Rbbp5,Rbbp5
Pigb,Pigb
1700008O03Rik,1700008O03Rik
Zdhhc9,Zdhhc9
Prkra,Prkra
Zdhhc25,Zdhhc25
Mtif3,Mtif3
Slc39a14,Slc39a14
Shank1,Shank1
Dnaaf5,Dnaaf5
Slc39a13,Slc39a13
Uba5,Uba5
Shbg,Shbg
Pjvk,Pjvk
Arnt,Arnt
Sectm1b,Sectm1b
Fkbp7,Fkbp7
Klhl38,Klhl38
Pyy,Pyy
Lman2,Lman2
Got1l1,Got1l1
Paox,Paox
Ciao1,Ciao1
Plekha3,Plekha3
Prmt5,Prmt5
Csf1,Csf1
Nub1,Nub1
Adarb2,Adarb2
Ackr4,Ackr4
Slc9a2,Slc9a2
Sppl3,Sppl3
Nags,Nags
Ranbp10,Ranbp10
Nphp3,Nphp3
Echs1,Echs1
Abhd12,Abhd12
Lnx2,Lnx2
Mybl1,Mybl1
Prkar1b,Prkar1b
4930438A08Rik,4930438A08Rik
Aifm2,Aifm2
Dnajb11,Dnajb11
Smc1a,Smc1a
Psmc3,Psmc3
Ptcd3,Ptcd3
Retreg3,Retreg3
Acads,Acads
Slc12a5,Slc12a5
Mrps26,Mrps26
Eif3l,Eif3l
Il5ra,Il5ra
Med13l,Med13l
Ptpra,Ptpra
Rcor3,Rcor3
Mlec,Mlec
St6galnac4,St6galnac4
Nrros,Nrros
Tefm,Tefm
C1qbp,C1qbp
H2afy2,H2afy2
Abcb4,Abcb4
Creb5,Creb5
Itga8,Itga8
Zfp106,Zfp106
Krtap14,Krtap14
4930553J12Rik,4930553J12Rik
Tmem127,Tmem127
Abcd1,Abcd1
Zfp532,Zfp532
Rpain,Rpain
Sept8,Sept8
Clmp,Clmp
Ankrd27,Ankrd27
Polr1d,Polr1d
Efcab11,Efcab11
Metap2,Metap2
Atp11c,Atp11c
Meig1,Meig1
Nmnat2,Nmnat2
Tubg1,Tubg1
Slc7a11,Slc7a11
Parm1,Parm1
Ccdc169,Ccdc169
Mkx,Mkx
Sp6,Sp6
Pdx1,Pdx1
Tsfm,Tsfm
Tsnaxip1,Tsnaxip1
Scrn2,Scrn2
Zfp692,Zfp692
Col11a2,Col11a2
Gp6,Gp6
Nupr1,Nupr1
Deup1,Deup1
Aspa,Aspa
Cd164l2,Cd164l2
Lrrc46,Lrrc46
Gins1,Gins1
Adap2,Adap2
Avil,Avil
Zfp672,Zfp672
Cenpt,Cenpt
Cbln1,Cbln1
Rbm7,Rbm7
Fam229b,Fam229b
Osbpl7,Osbpl7
Itgb7,Itgb7
Gpr3,Gpr3
Polrmt,Polrmt
Gulo,Gulo
Brd1,Brd1
Kcnip2,Kcnip2
Abca8a,Abca8a
Vcpip1,Vcpip1
Capn6,Capn6
Hrg,Hrg
Traf5,Traf5
Dhx37,Dhx37
Mrpl10,Mrpl10
Gm7073,Gm7073
Adrb3,Adrb3
Tex19.2,Tex19.2
Alg2,Alg2
Ncoa1,Ncoa1
Bcl7a,Bcl7a
Pacsin2,Pacsin2
Lsm12,Lsm12
Acrv1,Acrv1
B4galt2,B4galt2
Pde8b,Pde8b
Uts2r,Uts2r
Pdia4,Pdia4
Fam149a,Fam149a
Urad,Urad
Mfsd9,Mfsd9
Lactb2,Lactb2
Kl,Kl
Hexdc,Hexdc
Olfr376,Olfr376
Lcn11,Lcn11
Slit3,Slit3
Pfkl,Pfkl
Mief2,Mief2
Rgs14,Rgs14
G6pc3,G6pc3
Pgd,Pgd
Bcam,Bcam
Olfml3,Olfml3
Synj2bp,Synj2bp
Myo18a,Myo18a
Rnf135,Rnf135
Rhox10,Rhox10
Cep85,Cep85
Tbx3,Tbx3
Rras,Rras
Dusp2,Dusp2
Cd151,Cd151
St6galnac6,St6galnac6
Cox16,Cox16
Has3,Has3
Agrn,Agrn
Lef1,Lef1
Flt3,Flt3
Bri3bp,Bri3bp
Zfp786,Zfp786
Ccdc24,Ccdc24
Ggh,Ggh
Rimklb,Rimklb
Eif4ebp1,Eif4ebp1
Hoxc11,Hoxc11
Zfp398,Zfp398
Ogfod3,Ogfod3
Hoxc9,Hoxc9
Hoxc10,Hoxc10
Rdh14,Rdh14
Hoxc6,Hoxc6
Utp14a,Utp14a
Pik3cb,Pik3cb
Cracr2b,Cracr2b
Tnrc6a,Tnrc6a
BC017643,BC017643
Gja1,Gja1
Gm13539,Gm13539
Ccr10,Ccr10
Hoxc5,Hoxc5
Plekhh3,Plekhh3
Adam2,Adam2
Ninl,Ninl
Sec1,Sec1
Hoxc8,Hoxc8
Ntn5,Ntn5
Cux1,Cux1
Dip2b,Dip2b
Elovl2,Elovl2
Rhot1,Rhot1
Rhox11,Rhox11
Kncn,Kncn
Slc36a4,Slc36a4
Rfk,Rfk
Lnx1,Lnx1
Adgrl1,Adgrl1
Efna4,Efna4
Piwil2,Piwil2
Cdc73,Cdc73
Dcx,Dcx
Ubox5,Ubox5
Adam15,Adam15
Ahr,Ahr
Gabrd,Gabrd
Tmem74,Tmem74
Mpl,Mpl
Snip1,Snip1
Ssbp3,Ssbp3
Sohlh2,Sohlh2
Pcmt1,Pcmt1
Abca9,Abca9
Lypd8,Lypd8
Lzts3,Lzts3
Wdr53,Wdr53
Ciita,Ciita
Tbx21,Tbx21
Cntnap1,Cntnap1
Fastkd3,Fastkd3
Gls2,Gls2
Rps27a,Rps27a
Dnajb3,Dnajb3
Ankrd33b,Ankrd33b
Ddrgk1,Ddrgk1
Foxo3,Foxo3
Slmap,Slmap
Npy4r,Npy4r
Lrrc57,Lrrc57
Top3a,Top3a
Cblc,Cblc
Clhc1,Clhc1
Olfr522,Olfr522
Rfc3,Rfc3
Cenpc1,Cenpc1
Rhox12,Rhox12
Morc2a,Morc2a
Ncoa5,Ncoa5
Ostf1,Ostf1
Astl,Astl
Def6,Def6
Smco1,Smco1
Slc14a1,Slc14a1
Dnajc6,Dnajc6
Zbtb33,Zbtb33
Ndufa8,Ndufa8
Tmem255a,Tmem255a
Rpn1,Rpn1
Hdac5,Hdac5
4930504O13Rik,4930504O13Rik
Olfr30,Olfr30
Ephx2,Ephx2
Cd40,Cd40
Clcf1,Clcf1
Haus2,Haus2
Serpina9,Serpina9
Rdh13,Rdh13
Ubxn6,Ubxn6
Serpina11,Serpina11
Spryd4,Spryd4
Chrnb3,Chrnb3
Sema3f,Sema3f
Nit1,Nit1
Yap1,Yap1
Ncald,Ncald
Tcof1,Tcof1
Meaf6,Meaf6
Adra2b,Adra2b
Polr2f,Polr2f
Tfcp2l1,Tfcp2l1
Gpat2,Gpat2
Nsfl1c,Nsfl1c
Akt2,Akt2
Zdhhc22,Zdhhc22
Dexi,Dexi
1700088E04Rik,1700088E04Rik
Sun1,Sun1
Fip1l1,Fip1l1
Tmem212,Tmem212
Polr3d,Polr3d
Dedd,Dedd
Krtap11-1,Krtap11-1
Xkr9,Xkr9
Speg,Speg
Nipa2,Nipa2
Hipk1,Hipk1
Morn5,Morn5
Fahd2a,Fahd2a
Cdkl2,Cdkl2
Kcns3,Kcns3
Olfr524,Olfr524
Olfr332,Olfr332
Fkbp1a,Fkbp1a
Stap1,Stap1
Gstm5,Gstm5
Mroh6,Mroh6
Ppard,Ppard
Kcnip3,Kcnip3
Stx17,Stx17
Chd8,Chd8
Wee1,Wee1
Cyfip1,Cyfip1
Ipo7,Ipo7
Crbn,Crbn
Gnb1,Gnb1
Pld1,Pld1
Gm5617,Gm5617
Uba3,Uba3
Nnmt,Nnmt
Micall1,Micall1
Tbx5,Tbx5
Abca5,Abca5
Narf,Narf
Zfp143,Zfp143
Ccdc89,Ccdc89
Arid3b,Arid3b
Lamc2,Lamc2
Wdr4,Wdr4
Rab21,Rab21
Cntn2,Cntn2
Ezh1,Ezh1
Gpank1,Gpank1
Oacyl,Oacyl
Mex3b,Mex3b
Smim20,Smim20
Chrna2,Chrna2
Cdh22,Cdh22
Trnt1,Trnt1
Ropn1l,Ropn1l
Pop5,Pop5
Csnk2b,Csnk2b
Dmbx1,Dmbx1
Sult1a1,Sult1a1
Lhx6,Lhx6
Ctsk,Ctsk
Gata2,Gata2
Ak3,Ak3
Ctss,Ctss
Rab11a,Rab11a
Foxk2,Foxk2
Rnf10,Rnf10
Cdc37l1,Cdc37l1
Cartpt,Cartpt
Fbln2,Fbln2
Wdr45b,Wdr45b
Lhx8,Lhx8
Ntng2,Ntng2
Adck1,Adck1
Braf,Braf
Slc34a1,Slc34a1
Haus4,Haus4
Tob2,Tob2
Sdcbp2,Sdcbp2
Ska3,Ska3
Smim15,Smim15
Zc3h12a,Zc3h12a
Atf1,Atf1
Snph,Snph
1700001L19Rik,1700001L19Rik
Emp1,Emp1
Map3k6,Map3k6
Slc35c2,Slc35c2
Hadh,Hadh
Wdr86,Wdr86
Phf5a,Phf5a
Chrna6,Chrna6
Pan3,Pan3
Ajuba,Ajuba
Ankrd13d,Ankrd13d
Ak1,Ak1
Prr12,Prr12
Olfr397,Olfr397
4931414P19Rik,4931414P19Rik
Pfn3,Pfn3
Zfr2,Zfr2
Zbed4,Zbed4
Olfr399,Olfr399
Scg2,Scg2
Olfr139,Olfr139
Serpinc1,Serpinc1
Lhx5,Lhx5
Hormad1,Hormad1
Grin2b,Grin2b
Pcsk4,Pcsk4
Shmt1,Shmt1
Dmtf1,Dmtf1
Bcorl1,Bcorl1
Nmral1,Nmral1
Psmd4,Psmd4
Trim2,Trim2
Itpa,Itpa
Zfp212,Zfp212
Sema4d,Sema4d
Tmprss12,Tmprss12
Car11,Car11
Sdsl,Sdsl
Lactbl1,Lactbl1
Dhx33,Dhx33
Kif3a,Kif3a
Lrguk,Lrguk
Fmo4,Fmo4
Slc4a11,Slc4a11
Gprin2,Gprin2
Mtcl1,Mtcl1
Tnfsf15,Tnfsf15
Ttll1,Ttll1
Zfand4,Zfand4
Gtpbp8,Gtpbp8
Clec1a,Clec1a
Ano7,Ano7
Leprot,Leprot
Crygn,Crygn
Dclre1c,Dclre1c
Eef1d,Eef1d
Vwc2l,Vwc2l
Ephb2,Ephb2
Derl2,Derl2
Lrrc8e,Lrrc8e
Fam192a,Fam192a
Grik3,Grik3
Syt14,Syt14
Tm4sf19,Tm4sf19
4930402H24Rik,4930402H24Rik
Nepro,Nepro
Smcr8,Smcr8
9230110C19Rik,9230110C19Rik
Sds,Sds
Pdcd7,Pdcd7
Afg1l,Afg1l
Lats1,Lats1
Adcy2,Adcy2
Rad21l,Rad21l
Aacs,Aacs
Zbtb16,Zbtb16
Orc4,Orc4
Donson,Donson
Dync1h1,Dync1h1
Adam23,Adam23
Tmco5,Tmco5
Bard1,Bard1
Cep126,Cep126
Mis12,Mis12
Plbd2,Plbd2
Ubap1l,Ubap1l
Lcmt1,Lcmt1
Sec11c,Sec11c
Htr3a,Htr3a
Cyp2u1,Cyp2u1
Ttc39a,Ttc39a
Il4,Il4
Arhgap17,Arhgap17
Tmem74b,Tmem74b
Atp6v1f,Atp6v1f
Rab40b,Rab40b
Rwdd2a,Rwdd2a
Kcnj16,Kcnj16
Mrpl57,Mrpl57
Zdhhc20,Zdhhc20
Gm9047,Gm9047
Fn3krp,Fn3krp
